Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Name
Ticker,DD,EA,ECL,EIX,EMR,DD,EA,ECL,EIX,EMR,DD,EA,ECL,EIX,EMR,DD,EA,ECL,EIX,EMR,DD,EA,ECL,EIX,EMR,
Date,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-14,36.04585266113281,14.09737777709961,63.92134475708008,29.80980682373047,39.61914825439453,36.056367741306765,14.165763925495236,64.04403393931156,29.829217672910225,39.64063281858416,35.41494503239524,13.82383132013431,63.57956679428395,29.61569092698029,39.21092514270291,35.572671235004435,13.901987184498283,63.89505517318176,29.673925942837098,39.44010293410822,4880382,4188700,777800,2643100,2648500,NOC
2013-01-15,35.84607696533203,14.27322769165039,64.08789825439453,30.02334976196289,39.39711380004883,35.91968537287151,14.28299740740352,64.31575263807406,30.029819225207554,39.4544095887862,35.65680545014953,13.843370447117794,63.500741463820596,29.67393950710298,39.10347971280373,35.793501544448006,13.970373956834358,63.57085153357803,29.790409592056285,39.39711380004883,3631146,2535400,722800,1514700,3367500,NOC
2013-01-16,35.39391326904297,14.263459205627441,63.833744049072266,29.848644256591797,39.08201217651367,35.73039581936984,14.429540650135468,64.01778462424471,29.984525197877247,39.318353309951036,35.32030771115897,14.077838329204873,63.67600644646133,29.796878678015258,38.97458389185764,35.63576010209041,14.25368948967017,63.956439994541626,29.913348761493825,39.289705403107455,5295904,2529900,789500,1563400,2401700,NOC
2013-01-17,35.5516471862793,14.175529479980469,64.25442504882812,29.958641052246094,39.64063262939453,35.740918661947674,14.458844638050428,64.64002384875059,30.1139353126263,39.876973762411595,35.52010194033457,14.136451559270514,63.903881293086435,29.900406013143336,39.12498396720099,35.67782817005822,14.322071449720022,64.11421155817106,29.93275826412964,39.26105742644384,6288899,3157400,658700,1019600,3038600,NOC
2013-01-18,35.54112243652344,14.126687049865723,64.69255828857422,30.120405197143555,40.02737045288086,35.65678830685774,14.380694093891833,64.73637873498198,30.120405197143555,40.10615082913186,35.21515216546263,14.06806968136298,63.99147126241824,29.84864332307204,39.56901488052742,35.488547040916934,14.20484292007507,64.50852444857209,30.06217015722558,39.726575633029434,5793772,3183700,941100,1590300,3967600,NOC
2013-01-22,35.698848724365234,14.09737777709961,64.99050903320312,30.314517974853516,40.69341278076172,35.78296935757369,14.155994209526892,65.02555735973132,30.39216633209524,40.69341278076172,35.45700190389093,13.98014398055365,64.38582176666166,29.971579702816637,40.020203482355086,35.58318285370361,14.12668599331325,64.52603513095447,30.016873343715158,40.077496553786965,5154188,3284800,1100000,1335500,3795600,NOC
2013-01-23,35.8355598449707,13.726137161254883,64.31575012207031,30.13981819152832,40.72922897338867,35.930195597184735,14.27322822000259,64.86785185616756,30.243346875987456,40.72922897338867,35.39392633463858,13.667519796257638,64.09666117719718,30.010406718874766,40.421270801820775,35.59371292264597,14.185303570043837,64.85032768244587,30.236874944779583,40.62180341968823,6846278,4998500,1091100,1494100,2849100,NOC
2013-01-24,36.20359420776367,13.931296348571777,64.12296295166016,30.21099090576172,41.015708923339844,36.403380815743404,14.028990713294428,64.60496139629227,30.46334437773132,41.466903968296485,35.93019918906839,13.69682875520774,63.99150822257274,30.17863865601744,40.87247209757414,35.93019918906839,13.726136971455395,64.38587240983499,30.17863865601744,40.886796053352235,7739222,4638500,898400,981600,4639500,NOC
2013-01-25,36.36131286621094,14.429540634155273,64.35956573486328,30.430984497070312,41.158931732177734,36.51903910265397,14.57608264658647,64.42966911053054,30.43745642691227,41.23054875466336,36.21410171219744,13.980143949223843,63.78116775467981,29.99745899374379,40.7936778142639,36.3507977837814,13.980143949223843,64.35080030563107,30.346869155668998,41.03717951553503,5566408,3966000,736000,1259300,2874100,NOC
2013-01-28,36.19307327270508,14.693316459655762,63.667213439941406,30.262744903564453,41.03001403808594,36.445435263044324,14.751933823710042,64.58738248691316,30.430978018871343,41.330808775254916,35.99328387871833,14.312305922531426,63.58833798673795,30.126864025626098,40.80083631490558,36.41389001425192,14.634699095601482,64.30694906030364,30.37921493274518,41.28783965966733,4964695,8397100,770400,1067900,2223500,NOC
2013-01-29,36.51903533935547,14.605390548706055,63.86882781982422,30.547460556030273,41.158931732177734,36.603158808424176,14.830089352186251,63.99151713444157,30.599226131669887,41.209064194320526,36.00379635340377,14.478387039207053,63.123926499342794,30.185111399827004,40.729221401221125,36.11946224820925,14.830089352186251,63.49199444319486,30.275698688877824,40.80084115572103,6260233,5391600,563100,1256300,2264000,NOC
2013-01-30,36.392860412597656,14.732394218444824,63.307926177978516,30.825700759887695,40.97273635864258,36.624195058963245,15.12317353523724,63.973958300879715,30.916288067762583,41.21623813869527,36.224619083096535,14.595620991721788,63.246581553899624,30.282174444319338,40.86531079015811,36.37183024641001,14.595620991721788,63.965192872850565,30.47629045666825,41.05868009184835,7209596,8508700,757700,2222100,2382400,NOC
2013-01-31,33.858707427978516,15.367412567138672,63.44813537597656,31.181575775146484,41.00137710571289,34.85764576124232,15.807040512520963,63.947657710772994,31.213930495872926,41.29501131282257,33.648405807628656,14.282999142475825,63.088826435232086,30.722167373327224,40.66477103950863,34.09004202866435,14.292768859415762,63.132646881782875,30.883931103684876,40.92259673004681,20940584,12537800,1198200,2787800,4899200,NOC
2013-02-01,34.268802642822266,15.816808700561523,64.73639678955078,31.181575775146484,41.595802307128906,34.36343838368009,15.875425133152133,64.84155519255921,31.24628274828073,41.753360301615885,33.64840996778628,15.08409583964772,63.491966636757205,30.980990329226923,41.201900490875815,33.91128702572468,15.259947000802343,63.78993104609536,31.084519017923075,41.287844195520634,9689449,9353700,995000,2879900,3244200,NOC
2013-02-04,33.785099029541016,15.631187438964844,64.21934509277344,30.812755584716797,41.17326736450195,34.25828045397485,15.816808311549721,64.51730950969106,31.129813591717067,41.52419469906445,33.764068869268435,15.57257007612452,63.90385650359639,30.76099247298701,41.044354501842044,34.10055425193049,15.640957154720127,64.41214441794423,31.103930801692815,41.4382537012962,6345600,3720200,2018500,2017100,3393500,NOC
2013-02-05,33.97439193725586,16.500675201416016,65.12197875976562,31.052167892456055,40.75786590576172,34.23726908494414,16.852377590900016,65.31477805047284,31.168635511687242,41.2305453180051,33.95335894713849,15.787502567969595,64.35078828299902,30.870990829423555,40.17775823672999,33.963876851348324,15.875428165340594,64.56987717042772,30.909815014713104,40.80799836372586,4634259,11244000,876600,1415100,5733200,NOC
2013-02-06,34.205711364746094,16.49090003967285,64.90289306640625,31.052167892456055,41.137447357177734,34.205711364746094,16.783985888618744,65.18332658867348,31.058637355844947,41.15893465105867,33.8061354275387,16.41274418596379,64.57864577613442,30.67687483961327,40.55017898870239,33.890256084150515,16.783985888618744,64.86783804036503,30.98099145358458,40.55017898870239,5863822,5423900,847600,1713200,3464800,NOC
2013-02-07,33.858707427978516,16.48113250732422,64.35956573486328,30.87097930908203,41.158931732177734,34.37394921613666,16.637444217766934,64.80650233475397,31.200978590098206,41.18757690196341,33.406558944226326,16.334588648324424,63.78116775467981,30.76098119428851,40.70773684087829,34.06901186662937,16.520209503243613,64.69257849898912,31.078036616719793,41.058666807892145,4535683,3101000,845400,3734200,2912700,NOC
2013-02-08,34.090065002441406,16.9696102142334,65.20086669921875,30.955097198486328,41.180416107177734,34.195215883479,17.10638252038082,65.2622113319824,30.968038588789714,41.46688965985946,33.79563971723324,16.47136584606119,64.35080058373426,30.683332938750855,41.11595969442506,33.984911303100915,16.656984872008998,64.37709018548104,30.890392715287213,41.173255497767116,3183023,4846300,760600,1629300,3878600,NOC
2013-02-11,34.153141021728516,17.008686065673828,64.90289306640625,31.045686721801758,41.34513854980469,34.22674660718485,17.194306942435453,65.32354669283838,31.10392174824644,41.44540347632124,33.86923094523811,16.73513960851895,64.66627999820619,30.858040251222445,40.86529847804282,34.06902035263556,16.901221053330342,65.02558231451926,30.909805816203495,41.18757781841334,2995497,4414900,610100,1387800,2929600,NOC
2013-02-12,34.44755554199219,17.135692596435547,65.25343322753906,31.058629989624023,41.595802307128906,34.458070623241284,17.184539318875988,65.2797228241792,31.084512773678398,41.796332153938295,33.974376885782895,16.881685540302616,64.75391083318966,30.858042115679837,41.287844195520634,34.16364834826661,16.979378985183498,64.80649002646994,30.948631859870147,41.35946121737705,4747238,4443500,712900,1310000,3890800,NOC
2013-02-13,34.699928283691406,16.774219512939453,65.43746185302734,30.825700759887695,41.90595626831055,34.889199789666314,17.145459426108257,65.60397153317187,31.259228906841972,42.07906298270453,34.52116904308007,16.666754493929815,64.94670492552139,30.748054848611932,41.69678920902508,34.64735004706334,16.989147687575823,65.45499270675924,31.110406548430507,41.797766979322446,4058401,5300200,691300,1728400,4298800,NOC
2013-02-14,34.16364288330078,16.754680633544922,65.5689468383789,29.880998611450195,42.12954330444336,34.552700827281896,16.95984096176392,65.84938045323868,30.437466278707472,42.18724644799169,34.153127803733724,16.5885991729421,65.0781896838905,29.22747171169221,41.61022601825768,34.500125429446605,16.735141199736834,65.25345818590357,30.314524255097393,41.76169539435338,5084700,5668200,1055200,10222700,3649000,NOC
2013-02-15,33.816650390625,16.578826904296875,65.91070556640625,30.20452308654785,42.042991638183594,34.426527967215954,16.78398720093849,66.51539308547602,30.314521235327,42.30265028311457,33.79562022654605,16.442054615457586,65.69161666077956,29.751584160528573,41.81939608250694,34.384467639058045,16.754678054737493,65.91070556640625,29.952172069166437,42.18003247792502,6348340,5481100,1995800,3778000,5043800,NOC
2013-02-19,33.858707427978516,17.184537887573242,66.33137512207031,30.437461853027344,42.237728118896484,34.17416267680429,17.340849622423047,66.40147850728314,30.528049140419697,42.31706580058778,33.80613202289105,16.608137666546018,65.55141896578819,30.210991166228002,41.78332557098599,33.80613202289105,16.656984384918008,65.91948681089707,30.25628480992418,42.06462146921353,4983876,4936300,973000,2447000,2769500,NOC
2013-02-20,33.26985549926758,17.077075958251953,65.56017303466797,30.13981819152832,41.653507232666016,33.932308330606745,17.340852757264564,66.57674893749666,30.42452145671131,42.295439631173195,33.19624994226329,17.047768667283798,65.4637733650527,30.133346260320447,41.653507232666016,33.85870277360246,17.10638511260331,66.32260496178948,30.4115800626141,42.295439631173195,5163041,5319900,1235300,2962700,3091700,NOC
2013-02-21,32.428646087646484,17.233381271362305,64.83280181884766,30.029823303222656,41.1053352355957,33.122644152831874,17.506927686110874,65.29726930010203,30.275704901327696,41.559735087088164,32.2393746566779,16.76444615754976,64.50854778190411,29.81629643069068,40.96829165216769,33.11212907333362,17.24315098582288,65.29726930010203,30.172176197123314,41.40826846992401,8234771,10889900,1241900,3030800,3809800,NOC
2013-02-22,32.99647521972656,17.399465560913086,65.46377563476562,30.32098388671875,41.30729675292969,33.15420146966129,17.458083857347116,65.68286458493026,30.34039473801696,41.61023003146364,32.565353984936706,17.26269326266597,65.0869423730399,30.075102407564163,41.05484960271381,32.57586906826568,17.26269326266597,65.17458330195707,30.107454649167128,41.271233660452445,4085241,3526200,1046500,1081200,2644900,NOC
2013-02-25,32.218360900878906,17.29200553894043,63.798709869384766,29.732175827026367,40.22538757324219,33.36451078632426,17.61439877411605,66.04217875208438,30.586288174501856,41.57416704570393,32.20784581602715,17.282235821100787,63.78994443860603,29.68041024557026,40.22538757324219,33.23832694980118,17.428777861929134,65.72669010469667,30.4245244349297,41.47318928593341,4952329,5689900,1443400,2955400,4349400,NOC
2013-02-26,32.48123550415039,17.28223419189453,66.46281433105469,29.8421688079834,40.47782516479492,32.64947966703781,17.409236785070984,66.58551028254497,29.90040384285924,40.6148687455238,32.24990365534517,17.047766575995947,63.12390119067951,29.4927610670467,40.08112571037176,32.502265672223594,17.35062034694208,63.36927972153306,29.796875166226453,40.52110251946254,4670092,4560000,1782400,2427500,3733000,NOC
2013-02-27,33.44862747192383,17.702320098876953,67.75106048583984,30.566877365112305,41.300086975097656,33.55377830788811,17.780475959348216,68.16294875563499,31.252754042284877,41.42991632328519,32.49174922804555,17.008685206734622,66.58551242675215,30.178642908519187,40.34800692268101,32.52329447883483,17.243152788148414,66.67314666401279,31.213932324448717,40.41292159677477,4575099,5373400,1731700,3950900,3368600,NOC
2013-02-28,33.35398864746094,17.12592315673828,67.08502197265625,31.078044891357422,40.89616394042969,33.54326296905812,17.585088690619905,68.07530136589587,31.149221322618462,41.45875578385537,33.13317189361617,17.116153439415303,67.04996694731204,30.631577915699697,40.88173815579863,33.44862721741036,17.184539597293092,67.74228865421959,30.85157667217998,41.300074904350865,4470410,7160500,2251700,3887900,3636400,NOC
2013-03-01,33.44862747192383,17.62416648864746,67.48056030273438,31.369211196899414,40.44176483154297,33.50120288990597,17.66324349218107,67.74426194283306,31.446857068872166,40.838464312973215,32.68102355108293,17.01845709512157,66.35544582324104,30.825685156454615,40.27587242117895,33.12265706213289,17.12592211575913,66.99711623750183,30.961566049486372,40.6869976884805,4165690,5916800,1462300,2517900,4423600,NOC
2013-03-04,33.564292907714844,17.780479431152344,67.96402740478516,31.92569923400879,40.05950164794922,33.62738340838407,17.878172878279955,67.96402740478516,31.958051495852896,40.283094509033866,33.18574708539783,17.516702651788442,66.97076350667663,31.34334864753738,39.69886516084439,33.34347615537255,17.555779657962876,67.1905126908238,31.44040790138907,40.26867147081515,3257780,4846700,736300,2618700,4076000,NOC
2013-03-05,33.858707427978516,18.083332061767578,67.92887115478516,32.34627914428711,40.571598052978516,34.153132514769304,18.464341698704,68.56174991934246,32.41745311783678,40.607661145404755,33.62737564559367,17.878171736459773,67.80581214014495,31.983927471283305,40.138835440988444,33.77458677983857,17.91725060352143,68.28926305924102,32.01627972622749,40.29751359795143,3392821,4899100,866100,4481200,3903500,NOC
2013-03-06,34.39499282836914,18.190793991088867,68.27165222167969,32.475669860839844,40.65093231201172,34.54220402018113,18.435031278564708,68.59688332031791,32.48861124918754,40.9466540271393,34.13211570013345,18.02471256106999,67.95521296522377,32.23626034720103,40.528314514724244,34.13211570013345,18.20056184281119,68.21012273882496,32.33978898566517,40.73027275412059,4328976,3182600,970400,2121000,2889100,NOC
2013-03-07,34.174171447753906,18.278718948364258,68.50022888183594,32.462745666503906,40.737491607666016,34.53168429410589,18.503418684355633,68.746346941548,32.559804896360696,40.96108718920217,34.07953569430779,18.014944076050234,68.10468295818642,32.30745386071554,40.643725363610514,34.437048540659774,18.13217693854919,68.43869936690791,32.391571695370175,40.65815115126811,3286657,4026400,1105400,2048800,2874000,NOC
2013-03-08,34.45806884765625,18.151718139648438,68.684814453125,32.818626403808594,41.321720123291016,34.59476771515161,18.386185750886625,68.91335551562688,32.831567798435046,41.38663478652822,34.36343312129086,18.054022835786792,68.29805368677012,32.404511649036785,40.708636581286925,34.39497836341266,18.317799597198356,68.59691610792085,32.54039259013654,40.946657930302464,3227147,3831300,700100,2822200,3231800,NOC
2013-03-11,34.689414978027344,18.689037322998047,69.27371978759766,32.79275131225586,41.46597671508789,34.80508090427378,19.060279061437313,69.37920179366274,32.91569088758774,41.487614019792844,34.1110825284933,18.151716009878182,68.58810351370414,32.663339803932224,41.05484866563109,34.43705013882417,18.151716009878182,68.70237736349429,32.7215748592619,41.364996206443884,2795816,7736200,837300,2292500,2471200,NOC
2013-03-12,34.95229721069336,18.806270599365234,69.83628845214844,32.812156677246094,40.982723236083984,35.01538772517417,18.806270599365234,69.8714491265653,32.92215730480341,41.538103662371824,34.46860044803819,18.55226360402764,69.20341643128378,32.6115712178538,40.86731968980583,34.6894200670233,18.620649744429574,69.20341643128378,32.78627388625392,41.48040051351396,2960507,3948000,1016900,2460400,2949700,NOC
2013-03-13,34.920738220214844,18.503419876098633,70.27581787109375,32.99980926513672,40.53554153442383,35.17310017889201,18.708578330376746,70.44282947180679,33.135690240302424,41.01879310446972,34.74198183281852,18.356877856845287,69.60778488067338,32.760399575322964,40.4345637586792,34.89970805699175,18.601115176728488,69.84511115507242,32.81863463158245,40.93224111832261,3069200,5548100,1336400,2570200,3372500,NOC
2013-03-14,35.40442657470703,18.89419937133789,70.28459167480469,33.129215240478516,41.48760986328125,35.44648689139034,18.913738804301868,70.6010310969026,33.15509803189599,41.54531025385948,34.95227535206091,18.513189745454735,69.88025390350495,32.786274424994126,40.571593119564824,35.07845630211085,18.630422616472835,70.57466226276347,32.96745149659758,40.61487047607644,4008165,3483500,1089200,2754100,4241900,NOC
2013-03-15,35.5516471862793,18.444801330566406,70.00330352783203,32.96097946166992,41.53809356689453,35.5516471862793,18.894198962089536,70.28458223121315,33.103332345702704,41.718411736094204,35.18361649862287,18.435033477678875,69.73960180944393,32.78627432262574,41.177457228495186,35.19413158060444,18.884429245819156,70.04725604963448,32.941568602326846,41.264009179308694,5684305,5657900,1695300,2450000,3818800,NOC
2013-03-18,34.98383712768555,18.278718948364258,69.24734497070312,32.67626190185547,41.06208038330078,35.257232133671195,18.337337242996487,69.58136794123386,32.81861472376484,41.46599433519907,34.91023153869375,17.99540464450616,69.1154941510837,32.5339090799461,40.888973617790455,35.099503053244085,18.268951095974973,69.4143564559685,32.66979244100403,41.076506176379866,3551400,5077800,876700,1577400,2906100,NOC
2013-03-19,34.89971160888672,16.754680633544922,69.60774993896484,32.83156204223633,41.07649612426758,35.204649006656425,18.41549523957313,69.75717776658466,32.98685381388989,41.27124015602003,34.20571333359215,16.539752451804848,68.8342285607681,32.61803277081493,40.56439297675448,35.120528345202715,18.27872106629947,69.37920892211467,32.79920732718348,41.18468541872693,6867988,20063900,894400,2028400,2895500,NOC
2013-03-20,35.162601470947266,16.94029998779297,69.77476501464844,32.87038803100586,41.191890716552734,35.30981550036116,17.008686136520843,70.31974545617062,33.077445399050106,41.4010604922914,35.00487517332789,16.6862929615303,69.58139134786332,32.83803578005867,40.903380491296815,35.257240067821364,16.7839882583056,69.97693723356888,32.93509500121876,41.35057161558723,2575408,5450700,726600,1866400,2387100,NOC
2013-03-21,34.153141021728516,17.29200553894043,69.30886840820312,32.59862518310547,40.73027038574219,34.857654443683685,17.57531990275748,69.71320596851484,32.94156347583085,41.069266684899304,34.13211085445528,17.13569378027244,68.8430013649355,32.59862518310547,40.49224907325602,34.805079025500596,17.174770788247862,69.2297619470644,32.76685836397496,40.94665164617879,5936261,5885400,656200,2112100,3093800,NOC
2013-03-22,34.46858596801758,17.55577278137207,69.85385131835938,32.618038177490234,40.96107864379883,34.510646293335526,17.614391062747547,70.15270690249156,32.876861130905546,41.03320481560197,34.20570893478039,17.272458541586584,69.17702027347731,32.42392219658806,40.650931152458554,34.352920073393214,17.272458541586584,69.43193005734878,32.68921461309537,40.87452393591055,12321136,4712400,875200,2563400,2234100,NOC
2013-03-25,33.953346252441406,17.155229568481445,70.08241271972656,32.82509994506836,40.26865768432617,34.80507352910674,17.721860100570993,70.92624878163387,33.06450960460471,41.09811966982755,33.82716526872839,17.106382847746275,69.69565200985586,32.66980812689519,40.1027625357888,34.479103169546875,17.702322530306695,70.09998970371483,32.70862984727901,41.01877922959761,15362372,4829200,1141700,2186600,3683100,NOC
2013-03-26,33.98521041870117,17.360389709472656,69.33525085449219,32.88893508911133,40.02341842651367,34.46312820521395,17.731629627887997,70.51310981053703,33.149491601718,40.25422544210034,33.910868094700874,17.282233839101902,69.11550169986259,32.82379409730359,39.47524970091783,34.17637639470194,17.692552624394086,70.37246713259233,32.94104539768276,40.1893107970018,4529570,4608200,1071000,4187000,5929400,NOC
2013-03-27,33.75156021118164,17.37993049621582,68.8605728149414,32.823787689208984,39.929656982421875,33.77280087335447,17.419007502752496,69.31765468552808,32.90846971958943,40.02342320351941,33.337364452300804,17.067305127007007,68.4210746273366,32.60882867039619,39.49689171296656,33.67721789357673,17.350621343776,68.72872872362807,32.804246637918986,39.756550324352354,4500201,2673600,1513000,1965000,3883500,NOC
2013-03-28,33.81528854370117,17.29200553894043,70.47796630859375,32.778194427490234,40.29751205444336,33.995834206052635,17.32131282907621,70.62739416064973,32.941043168678036,40.362426718899215,33.65598070099755,16.989149876060946,69.15067921358128,32.66094313504505,39.87917524573478,33.730325879065184,17.22361751406293,69.15067921358128,32.68048418882772,39.93687564111916,5415277,6487400,1304400,2350500,3070000,NOC
2013-04-01,33.31612014770508,17.506929397583008,69.88019561767578,32.882415771484375,39.677215576171875,33.83651916055529,17.60462468835691,70.55701971883848,32.895443968270605,40.2398102319831,33.15681519882551,17.20407567322833,69.6956072264496,32.700025986226066,39.54017473448623,33.83651916055529,17.20407567322833,70.31969370332155,32.80424907564145,40.09555512148182,3345676,4288600,731700,2289900,2483800,NOC
2013-04-02,32.87006759643555,17.145458221435547,70.49552917480469,33.09086227416992,39.59065628051758,33.560391975291495,17.526469687797803,70.60980303213526,33.22114175843279,40.037844563984144,32.77448461503389,17.02822535746468,69.99450134880561,32.85635969947166,39.47525276377018,33.507290318957246,17.340848812564026,70.23183420155965,32.993154524628636,39.9296553147167,5327873,3959800,711300,2903000,3159100,NOC
2013-04-03,32.923187255859375,16.84260368347168,69.93299865722656,32.7260856628418,39.61951446533203,33.08249515848569,17.184536270039004,70.56587756554416,33.26022936028963,39.98736237658311,32.540855121185515,16.7937569696975,69.39680995469165,32.59580616678446,39.45362205426294,32.9550482670822,17.14545740831351,70.46918735976148,33.253714018805674,39.706066429490406,6435814,4527900,1101900,3527000,4140500,NOC
2013-04-04,33.379852294921875,16.852375030517578,70.1878890991211,32.57625961303711,40.448978424072266,33.50729629284559,16.989147333033465,70.41643013170724,32.95406986815841,40.47782724389533,32.99751745463957,16.71560272800169,69.68686122020608,32.34175952368105,39.66279099157028,32.99751745463957,16.940300614530038,70.12635959491094,32.654428794363604,39.77098025664065,5220585,4305700,1131000,4135300,4022900,NOC
2013-04-05,32.81695556640625,16.9500675201416,69.73958587646484,33.142974853515625,40.196533203125,33.05060562692902,16.96960694965597,69.86265156815296,33.18857229998987,40.29029943843558,32.70013195939974,16.608134957170407,69.212189266393,32.4068978842001,39.69164168794773,32.85943687804498,16.74490723700586,69.43193841277392,32.41992608103195,39.994577697629055,4657936,2580200,879600,3586900,3452200,NOC
2013-04-08,32.583309173583984,16.871917724609375,70.35489654541016,33.20159912109375,40.38405990600586,32.8275767216629,16.979380898766088,70.35489654541016,33.20159912109375,40.38405990600586,32.2115948408671,16.58860148505252,69.37041782895542,32.71305294207765,39.79982802527148,32.74261409624415,16.930534170820604,69.65169650419783,33.17554272850971,40.15325010941287,6986518,2726300,707500,1924600,3353000,NOC
2013-04-09,33.390472412109375,17.047765731811523,70.8207778930664,32.94755554199219,40.77355194091797,33.443574077567455,17.10638216703781,71.39212720259583,33.27325299502948,41.03321059830162,32.67890724845996,16.84260541344519,70.32854178945406,32.901955612482546,40.25423737758814,32.74262924700965,16.959840147280648,70.86473041926634,33.24068126182625,40.39127822390175,4317312,1778500,1219300,1335600,3220100,NOC
2013-04-10,33.80466079711914,17.389699935913086,72.35021209716797,33.1038932800293,41.17026138305664,33.868382781621634,17.42877880939607,72.36779578564236,33.26674202795737,41.25681336681456,33.3055024053391,16.88168762431702,70.91744997226765,32.93453167552896,40.78077332898907,33.51790902034741,17.008690236370224,71.18993678771064,32.93453167552896,41.01879197218284,3817688,3976300,899500,1406000,2785100,NOC
2013-04-11,33.836524963378906,17.22361183166504,72.93036651611328,33.462158203125,40.860107421875,34.12327392053838,17.54600496047702,73.16769270446146,33.53381204588456,41.379421994875166,33.66659965543255,17.19430455119829,72.20079755314744,33.14948892234426,40.65814915601727,33.81528429988561,17.54600496047702,72.35022540159679,33.1560042634358,41.22074384130395,3318626,3190300,1677600,1982000,3963000,NOC
2013-04-12,33.719703674316406,17.17477035522461,72.27108001708984,33.83997344970703,40.26865768432617,33.772805336766396,17.204079508004572,72.76331582061246,33.898599103784335,40.84567531585694,33.11434187587551,16.9403027231342,71.84915882392055,33.4165656719404,40.146039889942514,33.62411783539543,17.125923630641104,72.7457388445766,33.4295938711659,40.68699443539706,3670281,2168800,644200,2386500,3237200,NOC
2013-04-15,32.05229568481445,16.520212173461914,70.78560638427734,33.546844482421875,38.653011322021484,33.47542560963707,17.194307698316596,72.42933270196734,33.88557020062355,40.09555699143608,31.988573704286008,16.51044245705731,70.78560638427734,33.546844482421875,38.653011322021484,33.43294428928477,17.09661239765343,72.0777326647989,33.735749639954996,40.045068113121566,7008159,4218000,1309400,3421400,6031400,NOC
