Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Name
Ticker,IFF,INTU,IPG,IPGP,IFF,INTU,IPG,IPGP,IFF,INTU,IPG,IPGP,IFF,INTU,IPG,IPGP,IFF,INTU,IPG,IPGP,
Date,,,,,,,,,,,,,,,,,,,,,
2013-01-02,51.97748565673828,55.71686553955078,7.790942668914795,68.13999938964844,52.144787932507775,55.71686553955078,7.790942668914795,68.94000244140625,51.33109524732801,54.07998616861124,7.543079567665426,66.69000244140625,51.38432726217699,54.07998616861124,7.549778725801948,68.75,310800,3526500,13303700,555000,XLNX
2013-01-03,51.78733825683594,55.52801513671875,7.945017337799072,67.72000122070312,52.28924477175895,55.77084599637976,8.025405297234133,68.81999969482422,51.58961698109194,55.32115362816523,7.81773656174357,67.54000091552734,52.083917269526495,55.438074604547545,7.898124521178631,68.0,270700,2559000,11553200,288800,XLNX
2013-01-04,51.886226654052734,55.959712982177734,7.878030300140381,64.37999725341797,52.0611293341263,56.09461861864557,7.93832144940102,66.6500015258789,51.696111513714044,55.528008769896495,7.764147160174046,62.310001373291016,51.86340796365503,55.76184726496879,7.93832144940102,66.25,358300,1898200,5211100,2273800,XLNX
2013-01-07,51.81776809692383,56.022666931152344,7.88472843170166,64.5199966430664,51.91662585435247,56.21153687162984,7.95841724960722,64.73999786376953,51.57442101553236,55.59995507599611,7.777543825384246,63.59000015258789,51.62004678021449,55.59995507599611,7.824437290294002,64.62999725341797,304600,1422500,5865200,644700,XLNX
2013-01-08,51.855812072753906,55.571754455566406,7.777540683746338,65.4800033569336,51.871018732495976,56.040714829739215,7.878026091791588,65.62999725341797,51.5060008801447,55.47255083637815,7.73064787664517,64.0199966430664,51.68850980632034,55.887402647553564,7.871326936815255,64.70999908447266,455700,1041600,5788500,582400,XLNX
2013-01-09,52.1980094909668,56.05873107910156,7.790942668914795,65.43000030517578,52.494588628836226,56.21204664389125,7.837835498136684,65.62999725341797,52.02310682086601,55.64388286423048,7.744049839692907,64.44999694824219,52.02310682086601,55.71602873451444,7.804340346320957,64.44999694824219,351800,790000,3759200,429000,XLNX
2013-01-10,52.509796142578125,56.28419494628906,7.86462926864624,65.18000030517578,52.57823479786208,56.62689730568481,7.884726737374664,66.33000183105469,51.90903169372362,55.71603114207719,7.784241310332654,63.77000045776367,52.494583684613175,56.35634425995917,7.831134126298904,65.80000305175781,287800,1072600,2728100,414600,XLNX
2013-01-11,52.190399169921875,56.47358703613281,7.824433326721191,66.2300033569336,52.737931628251616,56.59984490664023,7.844530150721146,66.44999694824219,52.129566742659684,56.08579303942063,7.6904527964107885,64.9000015258789,52.737931628251616,56.17597968997518,7.730647083277213,65.26000213623047,310900,827700,5238700,262800,XLNX
2013-01-14,52.5021858215332,56.5276985168457,7.86462926864624,68.95999908447266,52.53260493323944,56.69003104611144,7.864629268646241,69.30999755859375,51.89381519111313,56.18499612836592,7.7708436367137415,65.91000366210938,52.12195562798374,56.27518277810739,7.824435608922799,66.12000274658203,201500,1063800,2964300,780600,XLNX
2013-01-15,52.8063850402832,56.771202087402344,7.86462926864624,68.51000213623047,52.905242827967776,57.05979251031888,7.945017226959827,68.9000015258789,52.182807590752724,56.15794657863741,7.811037296437184,66.83999633789062,52.20562048007579,56.36537073009184,7.811037296437184,68.31999969482422,286800,1503300,3775900,646800,XLNX
2013-01-16,52.821590423583984,56.771202087402344,7.824433326721191,68.5999984741211,52.8824286615455,57.168013058845276,7.8646269747211,69.0,52.403340591769435,56.203038187167635,7.730647083277213,68.33000183105469,52.403340591769435,56.63592382154244,7.837830996432323,68.7300033569336,250100,1174500,3318300,274100,XLNX
2013-01-17,53.29307174682617,57.39346694946289,7.998607635498047,68.12000274658203,53.43755529253833,57.48365359486221,8.038801926230493,68.83999633789062,52.98888639493513,56.626899385046826,7.824434079301652,67.87000274658203,53.09535039781904,56.85236083814199,7.884725195967032,68.76000213623047,238300,1212600,4685900,318500,XLNX
2013-01-18,53.65807342529297,57.42955017089844,7.998607635498047,66.6500015258789,53.673285879341556,57.4385671166485,8.065597907096599,67.69999694824219,52.93563850796955,56.79825732004662,7.958413983632178,65.58000183105469,53.140960222815266,57.25820067949307,8.032102771297323,67.5,344200,1227500,4679200,555200,XLNX
2013-01-22,53.84819793701172,57.519737243652344,7.945017337799072,67.37000274658203,53.90142993182016,57.519737243652344,8.012007623428312,67.75,53.11055043620022,56.771206846547216,7.891425364842365,66.52999877929688,53.76454683061955,57.35740468711976,7.978512480613692,66.79000091552734,337400,1155200,5448200,300400,XLNX
2013-01-23,53.4527702331543,57.4205322265625,8.045501708984375,66.86000061035156,53.85581337733713,57.77225161034867,8.052200864440305,67.72000122070312,53.35391245498692,57.402498334295515,7.898123483287031,66.11000061035156,53.726536482382876,57.54679355431726,7.924919466244128,67.72000122070312,328300,1479100,4961400,318400,XLNX
2013-01-24,53.817779541015625,57.5557975769043,8.145987510681152,67.5,54.15238397103336,58.114944439173776,8.172783497011023,67.9000015258789,53.429948917334016,57.258190257551895,8.03880356536167,66.12000274658203,53.75694711889161,57.718130093012384,8.05220187795996,66.5199966430664,433700,1679700,4813500,385000,XLNX
2013-01-25,54.09156036376953,57.456600189208984,8.152687072753906,68.98999786376953,54.27407508501812,57.844394192831004,8.206279048081015,69.2699966430664,53.901445213859375,57.249176049641,8.125891085090352,67.26000213623047,54.03072792520728,57.384454307748776,8.192880734815867,68.0199966430664,278200,1516100,3181500,409800,XLNX
2013-01-28,53.62006759643555,57.60993194580078,8.125887870788574,68.05000305175781,54.20561958621537,58.142021301941476,8.16608151695141,69.45999908447266,53.46797202633817,57.60091155791858,8.085693585759252,68.0199966430664,54.20561958621537,57.67306089989629,8.139285539887357,68.98999786376953,312200,1225200,2640700,178300,XLNX
2013-01-29,54.12199020385742,57.60993194580078,8.119192123413086,65.72000122070312,54.137202667901555,57.880485097677244,8.15938642530692,68.06999969482422,53.620089125647695,56.82532333300807,8.078998460386009,65.5,53.635295787836746,57.501707932834215,8.13259043699995,68.06999969482422,314100,1218000,4712900,429200,XLNX
2013-01-30,53.87101364135742,56.87041091918945,8.06559944152832,65.69000244140625,54.31208207964088,57.65501598861621,8.152686555627605,66.5,53.77976210367988,56.71709530776726,8.058900285320675,65.37999725341797,54.12196697367587,57.45660876451791,8.092395427492201,66.16999816894531,374700,1754300,7575700,399500,XLNX
2013-01-31,53.55923080444336,56.25712585449219,8.112492561340332,65.4800033569336,54.14478280992318,57.30326654525294,8.166084535276955,67.0,53.53641791878027,56.1579222944624,8.032104600435398,65.45999908447266,53.8101841504431,57.01467624713051,8.05890058740371,66.13999938964844,1022200,3504600,3549600,547700,XLNX
2013-02-01,54.236019134521484,56.726104736328125,8.206276893615723,66.37000274658203,54.28925111438887,56.96960008579549,8.206276893615723,66.62000274658203,53.47555896392984,56.27518181613559,8.145985777484793,64.8499984741211,53.81016329558238,56.96960008579549,8.166082603239579,66.37000274658203,398700,2262700,3825000,479600,XLNX
2013-02-04,53.787384033203125,55.995609283447266,8.058903694152832,66.0199966430664,54.16000812514638,56.81628887401675,8.19288368064437,66.79000091552734,53.642894653899816,55.788185149596615,8.058903694152832,65.61000061035156,54.00791251486545,56.28419968187155,8.145990845089074,65.88999938964844,317900,1968300,3637200,395300,XLNX
