Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Name
Ticker,CHD,ES,EVRG,EXPD,EXR,FAST,CHD,ES,EVRG,EXPD,EXR,FAST,CHD,ES,EVRG,EXPD,EXR,FAST,CHD,ES,EVRG,EXPD,EXR,FAST,CHD,ES,EVRG,EXPD,EXR,FAST,
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-02,22.998075485229492,26.702529907226562,18.977628707885742,34.938011169433594,24.034137725830078,17.43360710144043,23.006506057550066,26.756177604432555,18.98407506071423,35.236990390507465,24.223280798639042,17.56846839685112,22.677720168916753,26.427591854203342,18.681102625355795,34.30587948378283,23.89717308193576,17.22584592956049,22.943277569129396,26.467827627107837,18.681102625355795,34.39984531287151,24.008050999377183,17.389867175558877,1206800,1419200,887300,2293100,486400,4996600,PFG
2013-01-03,23.16668128967285,26.55498695373535,18.8680419921875,35.049041748046875,24.229812622070312,17.488277435302734,23.297352744076548,26.856748692358583,19.03564346672795,35.09175583775515,24.405908659792676,17.754355689660255,22.79574576846974,26.52145844012424,18.81002604986519,34.826943471250495,24.05371409634267,17.40444467492347,22.943276758951978,26.729339317411714,18.99051899974259,34.929450117569786,24.05371409634267,17.488277435302734,1731200,1593100,667900,2124900,680500,3063200,PFG
2013-01-04,23.32686996459961,26.581809997558594,18.977628707885742,35.72388458251953,24.347204208374023,17.51015281677246,23.364806752644842,26.776278952007644,19.00985924251209,35.80930624617325,24.36676987592605,17.572115636507583,23.078173600295965,26.548281484944305,18.85515046317667,34.997790665580126,24.10588269787793,17.37893579801196,23.170908328399413,26.615338510172887,18.887380997803017,35.125923161060705,24.22980522705282,17.572115636507583,1688800,1419900,498300,1592300,459100,3413600,PFG
2013-01-07,23.314220428466797,26.29347038269043,18.81002426147461,35.33948516845703,24.39286231994629,17.429960250854492,23.474396517933982,26.541587100005565,18.90671707964658,35.61283843800317,24.523303438230883,17.44454022517672,23.17511836301789,26.21300140959331,18.758454676481833,35.211352656335535,24.099364827796258,17.32790321144467,23.255206407751484,26.447703646985968,18.90671707964658,35.476161803230106,24.099364827796258,17.397156003840923,2403200,1944500,408300,1381700,590600,2485800,PFG
2013-01-08,23.571348190307617,26.15264320373535,18.62308120727539,35.091758728027344,24.229812622070312,17.335195541381836,23.600856007752267,26.28675983434126,18.79068264302037,35.25406120295294,24.42547682132149,17.444542582730545,23.263639428643646,26.125819366001778,18.539281104160764,34.895283023343985,24.131979278442085,17.17846427229356,23.263639428643646,26.206290879202502,18.713328890840057,35.21989123182298,24.33416702753796,17.437252594584223,1783000,2764800,551300,1473600,446700,2685200,PFG
2013-01-09,23.50389862060547,26.233116149902344,18.545734405517578,36.01432800292969,24.6602725982666,17.3315486907959,23.727304782959774,26.2800565940465,18.64887360008883,36.17663049076576,24.6602725982666,17.45547570013352,23.457532881518784,26.01853053151126,18.429702504245874,35.12592823464914,24.21024224437808,17.295100142929588,23.579772168881668,26.21970422899511,18.623088186687927,35.271148994189254,24.32112018954085,17.346128666111614,1493000,2163000,838000,2393800,596000,3707400,PFG
2013-01-10,23.499685287475586,26.36054039001465,18.713329315185547,36.33893585205078,24.65374755859375,16.948837280273438,23.710444796780298,26.454421322003437,18.726220787830776,36.38164668959407,24.76462549705347,17.131082842426913,23.40695058883193,26.17948321058047,18.54572787564002,36.1424633924492,24.58852699809149,16.875938777327388,23.609279524808358,26.30689268141332,18.623081629574415,36.26205504102164,24.69940244854631,17.127438542970093,1641400,1531600,708500,1920600,555000,5209800,PFG
2013-01-11,23.562915802001953,26.28005599975586,18.84225845336914,36.475608825683594,24.549394607543945,16.948837280273438,23.613497638337357,26.414172647732993,18.848704806435695,36.6635371437341,24.666793613731333,17.094634286165537,23.385876962876658,26.17276319298661,18.706888727519946,36.21934056752184,24.425474540126167,16.88322876666432,23.385876962876658,26.320291761567688,18.752011969469677,36.21934056752184,24.660272552500942,17.01809009333937,1443200,1525200,536600,2067900,600100,3876400,PFG
2013-01-14,23.672500610351562,26.179471969604492,18.93895149230957,36.475608825683594,24.549394607543945,16.937898635864258,23.74837413858722,26.38064567435217,18.958290551715464,36.561030492194945,24.56896027924016,17.09462989024635,23.546045265947782,26.13253152376545,18.829365948041776,36.24496641574971,24.49069510445025,16.894158711090462,23.600843171443966,26.293469464338614,18.880936773124166,36.43289799242792,24.523305386612293,17.007151431121695,1359200,1988500,577000,1139100,278700,2533800,PFG
2013-01-15,23.706226348876953,26.139244079589844,18.951841354370117,36.50978088378906,24.595046997070312,17.145652770996094,23.777883798230395,26.15936068870579,18.958287706537977,36.59520255518581,24.621136215346798,17.247709781044797,23.56290984220289,25.964894165104184,18.829363122212726,36.24496848865453,24.50373722110741,16.83583466268435,23.567124324178373,26.15936068870579,18.90027176654321,36.270594338347976,24.54939210908886,16.83583466268435,1296600,1845000,412100,1053400,545300,4344400,PFG
2013-01-16,23.643001556396484,25.931364059448242,18.874481201171875,36.49269485473633,24.732017517089844,17.13107681274414,23.739950736647344,26.159361684338357,18.996958162372998,36.65499732920231,24.777674903886897,17.214909574977046,23.55448294938058,25.92465937550882,18.8551421512117,36.42435491266994,24.575487146377082,16.99621553353667,23.68515281460384,26.06548076080654,18.932497121536844,36.42435491266994,24.718975392868266,17.116496839202036,1088400,2327100,462600,1258700,538900,3714200,PFG
2013-01-17,23.916990280151367,25.951473236083984,18.93895149230957,36.75750732421875,24.895057678222656,17.098270416259766,23.984433260098147,26.058766044250262,18.98407596425666,36.76605144706744,25.116810987505406,17.776223806019875,23.680939046353895,25.884413632191105,18.861597713718268,36.467069061296975,24.855926351175356,16.66088099798654,23.744167543539774,26.01182560055641,18.880936773124166,36.543949873794745,24.882015561209563,17.58668834508739,1269400,3487600,558000,1340500,442200,10386400,PFG
2013-01-18,24.026580810546875,26.29347038269043,18.984073638916016,36.62082290649414,25.129859924316406,17.714262008666992,24.03079529265718,26.31358954451161,19.022750523474173,37.13336263380368,25.129859924316403,17.721551995503262,23.727302733731147,26.018532379717946,18.90027228793802,36.509775402077025,24.829841421218944,16.94154147951928,23.895909353586227,26.018532379717946,18.971180934224634,37.13336263380368,25.01898449456473,17.003505672416143,868200,2840200,407000,3014700,425500,7787200,PFG
2013-01-22,23.938060760498047,26.72263526916504,19.280595779418945,36.80021667480469,25.1624698638916,17.444538116455078,23.997073154261198,26.769575705435198,19.280595779418945,36.82584252278942,25.195080134395553,17.652297858952412,23.739946346035634,26.320287941688832,18.984070989988446,36.467064357864814,24.986371417565284,17.357059671519128,23.997073154261198,26.3269926219866,18.990516111918833,36.578115130178105,25.077681170178007,17.61949361590427,1518200,2123900,639300,1300400,521600,4854600,PFG
