Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Name
Ticker,ADI,AEP,AMAT,AME,AMGN,AMP,AON,AOS,APH,ADI,AEP,AMAT,AME,AMGN,AMP,AON,AOS,APH,ADI,AEP,AMAT,AME,AMGN,AMP,AON,AOS,APH,ADI,AEP,AMAT,AME,AMGN,AMP,AON,AOS,APH,ADI,AEP,AMAT,AME,AMGN,AMP,AON,AOS,APH,
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-14,32.3656005859375,27.931867599487305,9.894020080566406,35.67209243774414,62.949893951416016,50.10478591918945,50.8294677734375,13.723437309265137,7.611360549926758,32.917284950040546,28.022303405774903,9.927701818932002,36.02326947826491,63.18889050809206,50.166165584758254,50.900357880674434,13.737981387678502,7.728578968373221,32.25066476015715,27.867268834859804,9.759293127104026,35.59816247020149,62.64571952951247,49.84390038785196,50.37753024080029,13.426321205804372,7.5734037770926514,32.80235204719967,27.931867599487305,9.826656603835216,35.81995589817242,63.13095094427588,49.9359786672732,50.37753024080029,13.463720491036694,7.641501966595134,2768400,2047000,7886000,606500,4401000,1347600,959800,2574800,3775200,KMX
2013-01-15,32.19704055786133,27.88019371032715,9.910866737365723,35.607398986816406,61.61728286743164,49.78252410888672,50.988983154296875,13.679802894592285,7.630336761474609,32.40392336591832,27.91895297622505,9.952968330926,35.69057239568226,62.906407055574114,49.9666807019124,51.05987327323194,13.70058150729647,7.632569963214958,32.0437937086035,27.76391837682481,9.7677190707588,35.33939891410877,61.5593433358388,49.40654797604056,50.501602177808415,13.536440295084068,7.532097177822034,32.18937660778114,27.84789555417458,9.868764340769022,35.413328874576955,62.68913657480989,49.820891529278676,50.625662421235866,13.661104045381228,7.5566572866644055,2272600,2187600,10354600,872100,6277900,1247800,723500,1185200,6332000,KMX
2013-01-16,32.24302291870117,27.854354858398438,10.045592308044434,35.57966232299805,61.06688690185547,49.299110412597656,50.634517669677734,13.48449993133545,7.6202921867370605,32.41159186107861,27.957710439045517,10.146637563409225,35.79221572682175,61.805596814899175,49.65206832162663,51.059868484560766,13.688117065542144,7.661597062394811,31.959515159221404,27.822056701482115,9.851921632984686,35.40407564818924,61.03067330226471,49.184014042381904,50.59907092334054,13.428400200859974,7.586800964355543,32.120423072694,27.880194369608063,9.885603384772951,35.5981456875055,61.5810879686111,49.590682810305616,50.953531625936954,13.661107082282136,7.630339042421216,2620700,1564500,15492500,1069200,7753800,1197000,1040300,1173600,9180800,KMX
2013-01-17,32.99392318725586,27.906042098999023,10.441351890563965,36.18037033081055,60.79168701171875,50.1815185546875,50.64339065551758,13.929128646850586,7.57228946685791,33.09353115885447,28.03523722890301,10.483454277831612,36.217333545722155,61.17552688508663,50.33497651087921,50.83834103658642,13.968606099318079,7.695089210839834,32.34262478196458,27.738087690866198,10.054011373166864,35.61663988063544,60.74822958378016,49.42956051963823,50.4484368940603,13.553059307652553,7.467351085703061,32.37327473765984,27.78330561670377,10.06243201122764,35.75525986857435,60.90756059357511,49.513964151757406,50.69655740472343,13.563447026333066,7.596849585997748,2567800,1902200,27137200,916700,6268400,1283100,1316300,2063600,8622400,KMX
2013-01-18,32.99392318725586,28.106273651123047,10.651865005493164,36.37445068359375,59.44462966918945,50.56517791748047,50.607940673828125,14.035099983215332,7.543263912200928,33.01690919255697,28.106273651123047,10.85395634136682,36.402173983928634,60.74099832364013,50.58052137409645,50.785171047447236,14.089119949664974,7.6415035385813335,32.66444347088348,27.789748379257972,10.449774472655902,35.91237687618091,59.082515705111184,49.71347265114755,50.48388042641121,13.81485900432532,7.507540334270118,32.833012381326085,27.925402067200146,10.525558623228974,36.13417032954678,60.69754089066473,50.074105349114234,50.68769417293731,13.962377993050307,7.606896562006347,1916700,2346400,48524600,546400,14408700,1305600,2019300,8390800,7640000,KMX
2013-01-22,33.06288528442383,28.435714721679688,10.702386856079102,36.80879211425781,60.32093811035156,51.048553466796875,51.37001037597656,14.138983726501465,7.57005500793457,33.07054631214571,28.435714721679688,10.719227330434066,36.89196199475422,60.40784744124457,51.048553466796875,51.47634720961846,14.27611337745847,7.57005500793457,32.748730534892985,27.970613651750817,10.559239210398525,36.346718420784384,59.068021502388866,50.35031234274815,50.64336914871411,13.902122123332964,7.504190019096417,32.90197447285671,28.015831537528353,10.601341600840396,36.374441714283186,59.3866835235766,50.4040231984442,50.64336914871411,14.041329952615476,7.535448037644499,1852900,2295300,14624600,1215500,9394900,857700,1961700,2449200,12082400,KMX
2013-01-23,33.21611785888672,28.48741340637207,10.693963050842285,36.68865203857422,60.16162109375,50.97184753417969,51.22823715209961,14.018473625183105,7.553309440612793,33.29274272459535,28.564931954446138,10.727644792615171,36.86423877331404,61.190023550807304,51.010214957312826,51.35229737980569,14.290656312183943,7.570054197530153,32.970924134498595,28.151509554818624,10.601338461725863,36.605478632572726,60.01677770065675,50.60354017586093,51.10417354400585,13.910430553498095,7.510887118510052,33.18547083554302,28.364679401542617,10.727644792615171,36.66092521967871,60.154377266468956,50.91813665422142,51.245960524684435,14.13690441729348,7.564472895796712,2265300,3530700,11479900,825100,7670400,678900,1430700,2510000,6744800,KMX
2013-01-24,33.277435302734375,28.545541763305664,10.609760284423828,37.982444763183594,59.83570098876953,51.3171272277832,51.58268737792969,14.392468452453613,7.563359260559082,33.53029018558493,28.668278192245356,10.769748374977585,38.09334495449023,60.77719378462297,51.64706713919017,51.77764106919884,14.741527966877237,7.6504354375423995,33.05522745939147,28.448647306143407,10.584498372992059,36.48532743395855,59.47358709988295,50.941151095171776,51.27253685126258,13.924978116271216,7.530984631628833,33.23912431114384,28.571381270892026,10.69396424675459,36.66091411551521,60.35714034741387,51.04857284734646,51.34342695147769,14.33637030959351,7.57898827428853,2379700,2274300,10370800,2566200,8071300,1215300,1824300,3656000,4839200,KMX
2013-01-25,33.5609245300293,28.719961166381836,10.803430557250977,37.9547233581543,60.415096282958984,51.70077896118164,51.05986022949219,14.542058944702148,7.557772636413574,33.69884637392456,28.726422276818973,10.929736907371192,38.398313569330185,60.422340109819004,51.70077896118164,51.73333477946427,14.589847521300165,7.5890314971081505,33.3693667382792,28.50679134159706,10.727646425964371,37.640513184570345,59.451871751151295,51.079266547364675,51.01555349392784,14.34259668295963,7.5287478290581955,33.43832766022683,28.60368582042955,10.744487700933034,38.31514018440085,59.915382738036506,51.48593545290153,51.600411192384,14.444405198964791,7.5722858918081295,2142400,6944000,18953100,1856200,7235200,950700,1555900,2106000,4293600,KMX
2013-01-28,33.73716354370117,28.739336013793945,10.912897109985352,37.88080596923828,61.986656188964844,51.2480583190918,50.92695999145508,14.589852333068848,7.515356063842773,33.844435459111914,28.765173057555838,10.98026060795149,38.195016246923124,62.356013922657844,51.71611261502624,51.21938726515139,14.670883854089102,7.557777553380271,33.57625567058506,28.526163769468358,10.795010587026493,37.72369906772446,59.980547567572934,50.895100397477165,50.71428284481257,14.421556340978423,7.4941448932153145,33.637555578214325,28.752253303579337,10.837112974014389,38.111842834437645,60.26299597409707,51.71611261502624,51.21052726671938,14.56284076927165,7.557777553380271,1842500,7392200,11216100,894700,9426900,879500,1215800,1382800,3983200,KMX
2013-01-29,33.82910919189453,29.081708908081055,10.778168678283691,38.15803909301758,62.71089172363281,51.70845031738281,51.05986022949219,14.671113967895508,7.566709041595459,33.95170606894374,29.146305231627746,10.86237263800636,38.15803909301758,63.65239021153034,51.72379962645019,51.17506044626927,14.679447244820487,7.575640150909238,33.40767968678151,28.732882846868623,10.719225023138078,37.73293222310082,61.559372005381015,50.83372703002012,50.7762930654157,14.533591052934408,7.49302951905044,33.70651231484532,28.75872236196402,10.853952804159386,37.806862166618515,61.559372005381015,51.06391983366132,50.802879811064095,14.625272996241808,7.512007487554123,1781200,8931200,9317300,939800,21502900,1370200,1704700,1358400,6844800,KMX
2013-01-30,33.84442901611328,29.13985252380371,10.828691482543945,37.81610870361328,61.834571838378906,51.301780700683594,51.28913116455078,14.450244903564453,7.567821502685547,33.96702880803236,29.236747028871353,10.896054975200816,38.16728569145197,62.87746171042105,51.65473870156159,51.475733215142746,14.691951282444435,7.583450509574993,33.61456025214484,29.004198738193633,10.719225606217488,37.751418669714376,61.704210604373635,50.87976251808702,50.79152230662253,14.404403928969053,7.5566580480098,33.72949609559902,29.068795074905395,10.744487518240946,38.15804576889889,62.71813069936795,51.55499161024153,51.08475700585249,14.691951282444435,7.5655883007202,1894800,3019000,10831500,776600,4963100,1763100,1415600,1818800,4868000,KMX
2013-01-31,33.43833541870117,29.256118774414062,10.870796203613281,37.88080596923828,61.89250564575195,50.88743209838867,51.306884765625,14.435659408569336,7.543263912200928,33.90573700668988,29.28841693269412,10.929739071602683,37.91776918840966,62.37049863452959,51.746811832691506,51.52014320660997,14.502336756818785,7.600198657305971,33.35404950310444,29.094625518822276,10.778171582053314,37.54811231929635,61.58833130312226,50.427052397672895,50.97810596877698,14.366897946080204,7.508656935625941,33.90573700668988,29.12046503112293,10.820273974775608,37.72369906772446,61.62453937700514,51.30177558524653,51.15582359605232,14.45649578182603,7.575638537781549,2649300,2426600,9730300,938000,4269700,2338700,2599500,1325200,4806400,KMX
2013-02-01,34.2275390625,29.223812103271484,11.089722633361816,38.32439041137695,62.50084686279297,51.52428436279297,49.87626647949219,14.575262069702148,7.643733501434326,34.281177924261236,29.378844203531674,11.106563100474263,38.453770471861795,62.95710828188286,51.67006763158075,52.03552784524766,14.681529619608794,7.672759162361997,33.71416567008017,29.204431242595856,10.83710920238745,37.90852341314548,61.74040563889149,51.01786268603541,49.73409304506591,14.521087827541415,7.566704223160359,33.760140584615755,29.378844203531674,10.887632209796708,38.047143395661145,62.40669373434863,51.52428436279297,52.03552784524766,14.544008310652908,7.6046609877145315,2684600,2372700,17042500,777700,3379500,1508100,4126500,1605600,5280800,KMX
2013-02-04,33.752471923828125,29.068782806396484,10.946579933166504,37.68672180175781,62.09528350830078,50.11246871948242,48.7833137512207,14.404406547546387,7.535449028015137,34.3424700914135,29.256115553665826,11.182352199184537,38.13031203605707,62.45739737029879,51.22505962066467,49.387551771554435,14.58151972517391,7.623641792919456,33.752471923828125,29.03648465167207,10.938159294335351,37.55734175742159,61.878018506353406,49.98202884439288,48.72111307762892,14.33564666286679,7.516471064504866,34.15091235867562,29.172138380029352,10.963421210828809,38.02865880503704,61.878018506353406,51.15599942829274,49.28091913995497,14.521093119468961,7.5968493237451185,2324200,3576400,13451900,1013000,3907500,3297200,2907200,1363600,7353600,KMX
2013-02-05,34.2352180480957,28.971899032592773,11.300235748291016,37.79764175415039,62.667423248291016,50.856754302978516,49.529720306396484,14.564847946166992,7.690621852874756,34.37313992934741,29.26258748548078,11.325496855074396,37.83460498231612,62.71087514302464,51.056254378477206,49.55637676680849,14.612771447264976,7.697319755898828,33.82145240434058,28.939600863203523,10.980258784569136,37.64053481440734,61.863530043205174,50.45008535011186,48.561162698468316,14.362731780519889,7.530981967636857,33.95937428559229,29.10109417434215,10.997100057782127,37.83460498231612,62.3415229869509,50.59587454228943,48.95213880646713,14.487751613892433,7.573403439651091,2057700,3095700,23279300,972000,4577900,1494400,3289800,1034000,4947200,KMX
2013-02-06,34.281185150146484,29.102455139160156,11.283397674560547,38.22273254394531,62.71089172363281,51.10993576049805,49.476409912109375,14.583596229553223,7.764301776885986,34.41910407694528,29.122038766187032,11.31707942750111,38.28742257232878,63.34821581713406,51.10993576049805,49.494182017736556,14.596099322280883,7.777697582216192,33.98235252708558,28.873968699264047,11.157091301792523,37.6035520254065,62.283599911326675,50.434712780773026,49.13874668455797,14.471077933282256,7.620290907567119,33.990016475926666,28.9457786520803,11.216034168679423,37.677485500897404,62.61674408501123,50.48842363309156,49.29869224552008,14.506501508012134,7.645966768928028,1962700,3153400,14286200,559100,5549100,1327400,1917300,1041600,4589600,KMX
2013-02-07,34.01298904418945,29.050228118896484,11.199191093444824,38.01941680908203,61.71869659423828,51.08677291870117,49.7696418762207,14.496088027954102,7.757606029510498,34.227532759971346,29.285241598753895,11.291815691766258,38.30590372199882,63.00782124835585,51.54256302832909,49.814073835750825,14.583601761680104,7.774351644381221,33.76013436815207,28.952305005526487,11.039202201846903,37.59430992566379,61.58833536374213,50.57691250964446,49.289808576311856,14.350231805077435,7.657133192003519,34.18922179971585,29.219958693077825,11.274975220724246,38.30590372199882,63.00782124835585,51.35715977902329,49.45863849760547,14.583601761680104,7.754257076879824,1817600,2004100,14791600,639000,7639700,1321000,2294300,1036400,5547200,KMX
2013-02-08,35.01675033569336,29.095922470092773,11.460223197937012,38.315147399902344,62.841243743896484,51.36488342285156,50.23170852661133,14.575262069702148,7.8636579513549805,35.169997089870186,29.135092210216804,11.519166847902497,38.41680417010902,63.130935968837875,51.46531485411356,50.258368381362786,14.641939405195656,7.908311771280657,34.05896177576159,28.887022170007285,11.249712112576432,37.899280396939695,61.84181136953928,51.04815310098604,49.654130315465174,14.452326378206934,7.760951951061671,34.265844455459494,29.082865890051426,11.29181449025576,38.09335401521712,62.001142369528026,51.1485786383847,49.769643923884765,14.487748364938124,7.760951951061671,2962900,2312800,16950500,315600,8354900,862400,2068800,1137600,5990400,KMX
2013-02-11,35.30792999267578,29.200380325317383,11.50232982635498,38.36135482788086,61.836368560791016,51.36488342285156,50.347225189208984,14.566932678222656,7.8603081703186035,35.35390198734554,29.206909862205027,11.578113973576937,38.3705982755438,62.60823470415092,51.519391050230276,50.40054150867386,14.63569255617976,7.920590991198374,35.070397302770026,29.037176767167637,11.350761531911065,37.82535119972816,61.596070453268254,51.11767711290896,49.938476909026406,14.471082492535059,7.8323991099525525,35.238969077731504,29.095930147713094,11.418125842914417,38.23197476333856,62.24414868263588,51.29535941092864,50.17839526209428,14.577350070779309,7.867006072257038,2383000,1372400,13240600,773800,7538400,636000,1656500,698800,4008000,KMX
2013-02-12,35.45351791381836,29.31134796142578,11.50232982635498,38.64784240722656,61.55965805053711,52.137413024902344,50.382755279541016,14.696118354797363,7.859192371368408,35.514814889784176,29.337458627350884,11.527590941083513,38.79570584417271,62.06209847976595,52.176041411989644,50.48938449889913,14.825306415222277,7.922825001427344,35.21598518996819,29.11550178011787,11.34234169569246,38.17652880363023,61.370331785746195,51.449870170571906,50.06286423178492,14.583600029210517,7.833515658456163,35.361570988399606,29.200368292665456,11.510750465609943,38.3613554558061,61.89461648485262,51.53484790707246,50.31166687351443,14.583600029210517,7.869239225301232,2313600,1694300,11712600,794100,4656000,1445900,2702800,918400,9417600,KMX
2013-02-13,35.44585418701172,29.330942153930664,11.594952583312988,38.81418991088867,61.85092544555664,52.44641876220703,50.898128509521484,14.804466247558594,7.826817989349365,35.72936183681714,29.402752114251253,11.61179305491044,38.8511566521241,61.98927433436066,52.70135195383155,51.040301920286794,14.804466247558594,7.917243084310705,35.29261028466726,29.219962445174698,11.468645432669328,38.527702954327864,61.49411720027185,52.006082292066495,50.20503355575079,14.675278220240976,7.793326771806699,35.46884311071545,29.291772405495287,11.594952583312988,38.694049764544786,61.86548643971619,52.1451362244195,50.436064077113855,14.727369935975224,7.8826361174424475,2376100,1324500,11664800,669600,7943200,1173800,1383000,994800,4701600,KMX
2013-02-14,35.6604118347168,29.226484298706055,11.696000099182129,38.73101043701172,61.69072723388672,53.334808349609375,50.915924072265625,14.879481315612793,7.825700759887695,35.78300874790904,29.252597457465047,11.78020407963599,38.82342375027754,62.914056307141244,53.39661139523999,51.12029823256381,14.93990631857293,7.87593758216758,35.23132117707347,28.991470850450884,11.493908779412937,38.6016303883028,61.61062787658051,52.20692928923351,50.693777803721986,14.708618928920988,7.783279292561615,35.26197113610677,29.219954763872362,11.670738182313274,38.6385971237459,62.622786421983314,52.20692928923351,50.80929481247593,14.72945689100469,7.802257250177206,1991400,3665200,20125200,332700,6189100,1573000,1593400,640000,7226400,KMX
2013-02-15,35.38455581665039,29.461498260498047,11.645148277282715,38.73101043701172,60.882476806640625,53.12623977661133,50.64934158325195,14.996164321899414,7.861428260803223,35.72936042922164,29.507195043978875,11.78075395257342,38.86963393225238,61.69074837609112,53.56657628872427,50.98700480958475,15.023251443485993,7.889337336581466,35.13936207503083,29.219955273198906,11.55191957758875,38.59238694177106,60.671306206418045,53.07989042603034,50.489396022867076,14.858641420660385,7.812308866601349,35.54546366153699,29.272181591627238,11.721426671702131,38.65708049146745,61.34122328301271,53.43524919950179,50.907032029392305,14.95240746869966,7.8480324495288025,3187400,4384900,10918200,504300,5622200,1748200,2939500,1508800,10091200,KMX
2013-02-19,36.020530700683594,29.74221420288086,11.772278785705566,39.21159362792969,61.2611083984375,53.327091217041016,51.45796203613281,15.085766792297363,7.913895130157471,36.043519626372856,29.82055120526572,11.823130507995604,39.23007700800419,61.36305203406052,53.4197958023871,51.466846395504874,15.114938036755767,7.918360683173682,35.39988524293976,29.468030959101252,11.585820584670472,38.73103632202556,60.38002094454628,53.17258946866144,50.738206898404435,14.992000715355124,7.854728043197678,35.553132081460085,29.50720070543788,11.619722002288349,38.80496984232356,60.8096453136817,53.17258946866144,50.738206898404435,15.019089435004782,7.875939207095397,2734400,3398700,10944100,936300,5944300,1477500,2695500,1331600,5494400,KMX
2013-02-20,35.08572769165039,29.748741149902344,11.518017768859863,38.536949157714844,61.63975143432617,52.492759704589844,52.44429016113281,14.66278076171875,7.757606029510498,36.219749527956196,29.957641482426478,11.789229110260269,39.21157636945625,62.14218625933175,53.3579846889205,52.8174942558206,15.152442706745246,7.960784055705789,35.062738767826964,29.70957140369592,11.492591907671963,38.51846578577556,61.341198293581584,52.44641036584708,51.546817360641384,14.64611102655453,7.755373678329167,35.93624479961477,29.78791089610877,11.780753553773119,39.174609625577695,61.43586419455456,53.22665763324066,51.55570510938136,15.087849470125699,7.919479170971007,3472900,3319100,13893400,673000,6388300,1537900,3457800,1668800,5119200,KMX
2013-02-21,34.572349548339844,29.611644744873047,11.229857444763184,38.342864990234375,61.98927688598633,51.951995849609375,52.79971694946289,14.473161697387695,7.73415994644165,35.07040097767531,29.742208048690884,11.458692663684456,38.767971813035984,62.12763133599628,52.39233223295192,52.8708053736516,14.652357321596288,7.789978076368876,34.357805756227314,29.526778223848268,11.094251748338893,38.30589825990169,61.27567147706493,51.805215090540926,52.0710775499418,14.260628202707693,7.687272921714878,35.016765029647175,29.657341527666105,11.45021710558951,38.527691591214946,61.59606336136159,52.299627665035615,52.257682968595844,14.641938342860431,7.726345442320522,2923100,2481200,17873600,1037300,4094200,1174100,3668200,1554000,6396800,KMX
2013-02-22,34.87883758544922,30.146953582763672,11.501065254211426,39.035987854003906,63.219871520996094,52.477317810058594,54.0170783996582,14.716957092285156,7.903845310211182,35.16234225421504,30.146953582763672,11.526491920574044,39.09143444196485,63.26356004851513,52.477317810058594,54.07039132575686,14.754463206838233,7.904961059258895,34.62597993710765,29.703039821375025,11.272230914862044,38.47225737411717,61.94557095026782,52.12968594254243,52.77305814889151,14.489837880062506,7.769881325121347,34.62597993710765,29.742209561599207,11.297656772951207,38.47225737411717,61.94557095026782,52.26101301303843,52.95966016960177,14.489837880062506,7.78327797914538,2320100,2171700,9134300,974800,4920400,1017600,3669100,812400,5040000,KMX
2013-02-25,34.30417251586914,29.82053565979004,11.212905883789062,37.9270133972168,65.20779418945312,51.17948532104492,52.826377868652344,14.254379272460938,7.721879959106445,35.45351936080267,30.329729645280878,11.69600216847967,39.174611084156446,66.44568416539879,53.09533883655171,54.630204297783195,14.771128253633766,7.95520018719166,34.2888475405172,29.82053565979004,11.204431134303995,37.9270133972168,65.02575121913696,51.17948532104492,52.826377868652344,14.250211044548887,7.721879959106445,35.33092248092737,30.19263934000059,11.585822342437028,39.12840441525921,65.02575121913696,52.77087573329303,54.11482677075268,14.750291883213002,7.946269081910955,2626700,3086700,15608600,871600,11422400,1627300,2869400,1417200,4517600,KMX
2013-02-26,34.480411529541016,30.24488067626953,11.55191707611084,38.342864990234375,65.1495590209961,51.4653205871582,53.359527587890625,14.608604431152344,7.824584007263184,34.71794430566984,30.310161094963025,11.58581848759243,38.45376165589101,65.68840482230708,51.6738985400251,53.80382007969601,14.679448418672596,7.852493068527584,34.2122317201542,29.872774320793923,11.331557497343807,37.92699808734522,64.5597413946356,50.947727345110735,52.604231707694545,14.275217687529477,7.740856823469982,34.5417114419384,30.114317348594202,11.441737286727324,38.00092802266916,65.26606366874688,51.49622211607626,53.599445940227454,14.356480656609007,7.763184583511677,4383900,3965600,22783500,919200,4805200,1675000,3195400,1020400,4917600,KMX
2013-02-27,35.03628921508789,30.460302352905273,11.645148277282715,38.804935455322266,66.28549194335938,52.61637878417969,54.0526237487793,14.866974830627441,7.8904523849487305,35.221583053080785,30.49294255614701,11.721426671702131,38.999005486112885,66.48210148160922,52.74770587226789,54.1592529929052,14.969074144762187,7.938456019907041,34.210180403154496,30.140422384445362,11.484116739943396,37.60354149250531,64.85099230813556,51.22583934011493,53.288440154898126,14.596098872147698,7.778816103810076,34.41863817979083,30.264458643166986,11.526493715540138,38.231961756786404,64.91653067272256,51.22583934011493,53.492814285173836,14.616935239767225,7.802259620643126,2095000,2200100,15463200,1276300,3549800,1230400,2826100,792400,4680800,KMX
