Price,Close,High,Low,Open,Volume,Name
Ticker,JNPR,JNPR,JNPR,JNPR,JNPR,
Date,,,,,,
2013-01-02,15.916274070739746,16.016961793680363,15.498036964599134,15.590977887177347,6104100,ZION
2013-01-03,15.621960639953613,16.03245393864505,15.57549017432026,15.862059769206981,6327500,ZION
2013-01-04,15.7846097946167,15.823336418084994,15.560001287579125,15.606471758471445,7089600,ZION
2013-01-07,15.60646915435791,15.745882021041911,15.474801611075174,15.722646050838115,5313400,ZION
2013-01-08,15.27342414855957,15.490288722491307,15.141756635327633,15.490288722491307,8334700,ZION
2013-01-09,15.451568603515625,15.521275043558576,15.180488167489653,15.265683778554736,5493900,ZION
2013-01-10,15.722646713256836,15.77686397934995,15.49029291050701,15.529018051875498,6546300,ZION
2013-01-11,16.0014705657959,16.03245185704193,15.70715568530496,15.7226448536587,6055500,ZION
2013-01-14,16.125394821166992,16.164121440135613,15.877550368845686,15.93176615813229,6698000,ZION
2013-01-15,16.27255630493164,16.288046955647406,15.831083100420656,16.009221151842674,6103300,ZION
2013-01-16,16.249317169189453,16.39647536783489,16.140885589803062,16.17961073179264,4727900,ZION
2013-01-17,16.481678009033203,16.92315127652401,16.288049279272677,16.628834780016824,6333200,ZION
2013-01-18,16.644317626953125,16.644317626953125,16.326766777255074,16.450688988002153,6021300,ZION
2013-01-22,16.652061462402344,17.031573383575495,16.559119074009114,16.59010036256324,6658000,ZION
2013-01-23,16.481678009033203,16.806974334121687,16.442951376719115,16.652070759405277,6856200,ZION
2013-01-24,16.652061462402344,16.799219628496147,16.35774660748389,16.40421706304593,9507100,ZION
2013-01-25,17.480792999267578,17.535008780914872,16.65206267461494,16.85343663306864,15485500,ZION
2013-01-28,17.19422721862793,17.69766148659825,17.186481894225977,17.488542159554253,10210900,ZION
2013-01-29,16.71402931213379,17.194229137765436,16.698538661600892,17.09354138657134,7833600,ZION
2013-01-30,16.71402931213379,16.915403337252236,16.667558837804837,16.667558837804837,5986500,ZION
2013-01-31,17.33363914489746,17.356875118798836,16.698537297622764,16.791479715958644,9455600,ZION
2013-02-01,17.28717041015625,17.449819289258087,17.194229459757864,17.28717041015625,7183400,ZION
2013-02-04,17.22521209716797,17.798352975789715,17.209721443815216,17.356879696126345,7785900,ZION
2013-02-05,17.341386795043945,17.550506156390757,17.248445841514133,17.3181522952964,4701000,ZION
2013-02-06,17.33363914489746,17.411090913965758,17.116775964229785,17.225207554563625,5360600,ZION
2013-02-07,17.325891494750977,17.37236195508451,17.116772207346123,17.30265552594956,4898700,ZION
2013-02-08,16.9153995513916,17.302656864422968,16.837947793331445,17.29491154089001,6260700,ZION
2013-02-11,16.81471061706543,17.054811197562895,16.783730802424365,16.93863430743761,3831200,ZION
2013-02-12,16.737268447875977,16.907661204098236,16.66756198458732,16.853445394267066,3770500,ZION
2013-02-13,16.78373146057129,16.837947246271117,16.489416562228204,16.72177035159015,5596700,ZION
2013-02-14,16.79147720336914,16.853438313898312,16.33451345924047,16.667554982310797,4892600,ZION
2013-02-15,16.930889129638672,16.94637829845737,16.61333827118096,16.830201407335895,5634800,ZION
2013-02-19,17.232955932617188,17.232955932617188,16.520402190020423,16.72952156037673,5465000,ZION
2013-02-20,16.81471061706543,17.263930486149984,16.79922144837955,17.178733410665767,3848700,ZION
2013-02-21,16.520397186279297,16.75275098700823,16.35774982122293,16.75275098700823,4742400,ZION
2013-02-22,16.61333656311035,16.760493254008882,16.466178394942652,16.683042986070358,2551500,ZION
2013-02-25,16.04793930053711,16.791473960563565,16.04793930053711,16.783728638584538,5502900,ZION
2013-02-26,15.846569061279297,16.241571710833547,15.583235438845923,16.133140132345133,11591300,ZION
2013-02-27,16.04793930053711,16.148627008995362,15.753624451679606,15.869801326826801,4954400,ZION
2013-02-28,16.016965866088867,16.257065033943434,15.893043619630399,16.0092205410265,5059500,ZION
2013-03-01,15.869806289672852,16.01696449875585,15.79235452293077,15.947258056414933,4359400,ZION
2013-03-04,15.59097671508789,15.885293061421384,15.529015612270715,15.877547738910586,5086800,ZION
2013-03-05,15.47480583190918,15.877553895010289,15.40509937955438,15.645200038674153,9396200,ZION
2013-03-06,15.583237648010254,15.769121013457715,15.505785876423062,15.583237648010254,6014400,ZION
2013-03-07,16.35774803161621,16.41970913684975,16.00921589138426,16.00921589138426,7511800,ZION
2013-03-08,16.024707794189453,16.473926211692266,15.962746684094906,16.435199594589804,5743700,ZION
2013-03-11,16.179611206054688,16.218337826448902,15.893041601485073,15.970493365003987,3537500,ZION
2013-03-12,16.086673736572266,16.257066471199327,16.032457933612285,16.102164388066498,2789300,ZION
2013-03-13,15.908531188964844,16.102159846217468,15.769118319379848,16.071178551967726,3594400,ZION
2013-03-14,15.885298728942871,16.29579210485483,15.823337604019343,16.071182103713454,3422000,ZION
2013-03-15,15.621960639953613,15.869805093024118,15.583235498137396,15.792353332122218,5591700,ZION
2013-03-18,15.652939796447754,15.730391554076483,14.723523136711202,14.777738923870492,12561100,ZION
2013-03-19,14.824203491210938,15.157244882458635,14.44469165477739,14.762242405206864,16883300,ZION
2013-03-20,14.955881118774414,15.002353072721712,14.584114350814936,14.591859676472819,6639600,ZION
2013-03-21,14.630579948425293,14.661561240725055,14.367244872954625,14.436951303359763,13210600,ZION
2013-03-22,14.49891185760498,14.824208027996884,14.436950752638392,14.70803114084319,7185800,ZION
2013-03-25,14.684800148010254,14.793233226393042,14.475682271187972,14.522152746340728,7459700,ZION
2013-03-26,14.444704055786133,14.762255078838225,14.336272431505932,14.762255078838225,8993900,ZION
2013-03-27,14.460188865661621,14.553131275531031,14.336266637348732,14.382737103648694,9203800,ZION
2013-03-28,14.359501838684082,14.545385171179971,14.305284574095381,14.452442766297322,7870000,ZION
2013-04-01,14.359501838684082,14.506658553616614,14.289795404339449,14.39822697897803,4722700,ZION
2013-04-02,14.150382995605469,14.506659025152581,14.134892348076606,14.413718094518316,5177400,ZION
2013-04-03,14.150382995605469,14.421463418282748,14.088421882759473,14.181362813393738,4539200,ZION
2013-04-04,14.034208297729492,14.196855690517717,13.887050077633225,14.196855690517717,5458300,ZION
2013-04-05,13.592731475830078,13.670183236051706,12.973120348595963,13.159003686766196,13042800,ZION
2013-04-08,13.809596061706543,13.856066526772603,13.569496935384212,13.825086709151714,4887300,ZION
2013-04-09,13.941268920898438,14.065191193124821,13.79411066865335,13.801855995326251,4160500,ZION
2013-04-10,14.591853141784668,14.754500475952197,14.041947084498643,14.072928373255786,11719700,ZION
2013-04-11,14.374998092651367,14.553137666693805,14.220095977868114,14.483431197996794,6622500,ZION
2013-04-12,14.49891185760498,14.514402503163943,14.134890550584934,14.313028542705217,5574700,ZION
2013-04-15,14.018714904785156,14.553130405737637,14.003224257854498,14.390481567504533,5733300,ZION
2013-04-16,14.049694061279297,14.204597568769229,13.871556061754408,14.127145815024262,5709500,ZION
2013-04-17,13.708911895751953,14.096169277244725,13.65469462143644,13.925775083935314,4896300,ZION
2013-04-18,13.414596557617188,13.817344621911927,13.360380756129395,13.77861947149773,4658700,ZION
2013-04-19,13.2441987991333,13.515279180919768,13.213217508748912,13.468807245343184,6323100,ZION
2013-04-22,13.25969409942627,13.352635048669889,13.112535872975831,13.24420344879575,4899400,ZION
2013-04-23,13.445579528808594,13.708914720669222,13.298421279881778,13.36812774109606,13911400,ZION
2013-04-24,12.152132987976074,12.748508808538134,12.097917205734422,12.500664388422434,34275200,ZION
2013-04-25,12.322525978088379,12.49291864182013,12.136642669307587,12.221839001173464,8979100,ZION
2013-04-26,12.22958755493164,12.361255118098493,12.20635231985361,12.283803349658648,7477600,ZION
2013-04-29,12.438703536987305,12.554880426626434,12.245075633800306,12.268310864001203,9656700,ZION
2013-04-30,12.818215370178223,13.050570624414464,12.399978276183846,12.438703413255242,11548400,ZION
2013-05-01,12.632331848144531,12.926648203280209,12.570370743474273,12.77174470296993,8188300,ZION
2013-05-02,12.624588966369629,12.756256523910542,12.570373173959172,12.671060911809631,8215600,ZION
2013-05-03,12.764001846313477,12.864689584149446,12.624588964552627,12.709786053910824,4585500,ZION
2013-05-06,13.112531661987305,13.143511476029664,12.763999521077768,12.833705949259675,10600400,ZION
2013-05-07,13.011845588684082,13.159003786493487,12.903414009913712,13.035081560107503,6358300,ZION
2013-05-08,13.39136028289795,13.414594779158202,12.911160504168192,12.918905828678144,8110100,ZION
2013-05-09,13.43008804321289,13.507539826123796,13.28292980340916,13.352636260301987,5318300,ZION
2013-05-10,13.445579528808594,13.569501798240656,13.337146435103055,13.46881403103337,5540500,ZION
2013-05-13,13.375868797302246,13.476555055095123,13.321653006393044,13.391359445353306,4583900,ZION
2013-05-14,13.2441987991333,13.422336787035835,13.236453476537203,13.399100819247543,8108700,ZION
2013-05-15,13.220966339111328,13.267436809748151,13.042828303945488,13.244202313064553,6714800,ZION
2013-05-16,13.770872116088867,13.95675546976282,13.546262140439357,13.70891099819755,11883400,ZION
2013-05-17,13.639204978942871,13.739891244663042,13.538517235953078,13.685675449485288,6355600,ZION
2013-05-20,13.615971565246582,13.724403175990478,13.530774455507864,13.615971565246582,4608900,ZION
2013-05-21,13.662437438964844,13.7243985495416,13.5462605412921,13.608221651868858,5003000,ZION
2013-05-22,13.492045402526855,13.677928743189343,13.430084288972692,13.646948925046999,9336500,ZION
2013-05-23,13.383617401123047,13.468813031742942,13.29067496730968,13.29067496730968,6993100,ZION
2013-05-24,13.437829971313477,13.461064466222705,13.282926444660893,13.352632883927605,5619200,ZION
2013-05-28,13.530771255493164,13.701165434672538,13.484300787203132,13.569497876792818,5003800,ZION
2013-05-29,13.933518409729004,14.003224846578162,13.46880932315778,13.484299970739695,9732400,ZION
2013-05-30,13.949009895324707,14.080677453142247,13.863812805775256,13.972245868093527,4434000,ZION
2013-05-31,13.732147216796875,13.987737044820733,13.732147216796875,13.887050769592445,4468600,ZION
2013-06-03,13.554007530212402,13.770872182512852,13.523026232482517,13.701165739890191,6157100,ZION
2013-06-04,13.468809127807617,13.608221999483902,13.414593339326716,13.484299775164859,5186100,ZION
2013-06-05,14.359501838684082,14.467933413322665,13.337141294052586,13.430083698935233,16774600,ZION
2013-06-06,14.30528736114502,14.793232496622121,14.08842416961715,14.522152029942587,9056700,ZION
2013-06-07,14.762248992919922,14.777739640650907,14.251069435953182,14.344011845069625,7675300,ZION
2013-06-10,14.739011764526367,14.83195267913292,14.560872303203602,14.762246254543404,7009000,ZION
2013-06-11,14.173617362976074,14.591855978901325,14.142637545464636,14.591855978901325,5604100,ZION
2013-06-12,14.243326187133789,14.483426830134832,14.165875891734425,14.274307487109288,4429400,ZION
2013-06-13,14.924896240234375,14.955876055107137,14.196852124858003,14.204597447893523,8390800,ZION
2013-06-14,14.754507064819336,15.195981763141443,14.69254593690445,14.886174646297196,6476700,ZION
2013-06-17,14.762248992919922,14.90940719182534,14.646072089476476,14.839700754305376,5061000,ZION
2013-06-18,14.816463470458984,14.971366979510554,14.785483655010278,14.785483655010278,4079800,ZION
2013-06-19,14.816463470458984,14.940387164061848,14.646070792317733,14.800974301369303,6259100,ZION
2013-06-20,14.862936019897461,15.048819352031222,14.692541857489456,14.769993615195876,10662900,ZION
2013-06-21,14.55312728881836,14.94038451552749,14.55312728881836,14.87842194107571,13577500,ZION
2013-06-24,14.320773124694824,14.436950005838879,13.979986326372293,14.344009091831312,6732300,ZION
2013-06-25,14.25881290435791,14.58410907803133,14.158126661747481,14.444696221132824,5290500,ZION
2013-06-26,14.2975435256958,14.367249980883384,14.0884256374029,14.367249980883384,4086100,ZION
2013-06-27,14.754507064819336,14.800979018707864,14.374994971681932,14.398230948626196,5317200,ZION
2013-06-28,14.955881118774414,14.986862421405947,14.545389199795338,14.75450708347891,9252200,ZION
2013-07-01,15.087543487548828,15.242446992646423,14.90940549077511,15.025582380963652,5371700,ZION
