Price,Close,High,Low,Open,Volume,Name
Ticker,ABBV,ABBV,ABBV,ABBV,ABBV,
Date,,,,,,
2013-01-02,21.42711639404297,21.597949205962546,20.804802350899962,21.305093621926357,13767900,MO
2013-01-03,21.250186920166016,21.353904769039424,20.841410961486844,21.353904769039424,16739300,MO
2013-01-04,20.981733322143555,21.286789060650765,20.896318087744028,21.12205868257,21372100,MO
2013-01-07,21.024438858032227,21.628450184534355,20.835305808410926,20.835305808410926,17897100,MO
2013-01-08,20.566862106323242,21.134266097864703,20.353323970750058,20.92072796229152,17863300,MO
2013-01-09,20.682783126831055,20.71328823981286,20.505850213189277,20.505850213189277,18800400,MO
2013-01-10,20.743791580200195,20.743791580200195,20.335017980914394,20.536353571302566,15658100,MO
2013-01-11,20.89813995361328,20.929010583475833,20.589452495774985,20.737623511780665,11191500,MO
2013-01-14,21.046306610107422,21.145086481950575,20.86726735642361,20.996915496636888,11584900,MO
2013-01-15,21.361162185668945,21.435248840163506,20.81169911787008,20.81169911787008,13040200,MO
2013-01-16,21.94149398803711,21.94149398803711,21.26855557557585,21.280903350265632,16512700,MO
2013-01-17,22.48478126525879,22.657647750601768,22.07114142357135,22.07114142357135,14424800,MO
2013-01-18,23.040428161621094,23.040428161621094,22.250189143332932,22.49096494702398,17842200,MO
2013-01-22,22.48478126525879,22.997203301483435,22.182269037328574,22.830511880847602,15809700,MO
2013-01-23,23.33676528930664,23.36146084475268,22.53417857809276,22.787302133670163,10981600,MO
2013-01-24,23.126853942871094,23.781271923076158,22.984858055251557,23.330588708866998,11327100,MO
2013-01-25,23.21329116821289,23.361462154095882,22.620611934876763,23.163902409650508,8934600,MO
2013-01-28,22.774951934814453,23.37997884833713,22.6638243022187,23.24415801801819,7140100,MO
2013-01-29,23.034252166748047,23.126856963762776,22.379834101061153,22.663825913395996,8838500,MO
2013-01-30,22.799650192260742,23.170074108123366,22.72556588010778,22.72556588010778,10841800,MO
2013-01-31,22.65147590637207,22.799646864146975,22.39217967413783,22.744083049368573,10720700,MO
2013-02-01,22.95399284362793,22.966340620943917,22.546525612591246,22.744085339451594,9527500,MO
2013-02-04,23.015727996826172,23.02807577340272,22.565044749721306,22.62060856676698,6348000,MO
2013-02-05,22.966344833374023,23.29355274942132,22.953997053793238,23.102165698566367,7284400,MO
2013-02-06,22.92929458618164,23.015726662107557,22.756430434329804,22.81816695853476,5738900,MO
2013-02-07,22.48478126525879,23.194762980363574,22.10200968181566,23.194762980363574,9872500,MO
2013-02-08,22.37983512878418,22.484787707906698,22.12053885911832,22.453919440817593,13858700,MO
2013-02-11,22.13288688659668,22.336621712537486,22.071150345152972,22.305753441815632,6032100,MO
2013-02-12,21.86740493774414,22.163746787551073,21.731584141270996,22.083487438432655,7473800,MO
2013-02-13,21.77480697631836,21.960018924014783,21.700722668259328,21.867411772617725,4859800,MO
2013-02-14,22.577390670776367,22.67617052017295,21.614285372836655,21.638980923960144,7570100,MO
2013-02-15,23.200944900512695,23.34294081447134,22.799650359470295,22.799650359470295,13296300,MO
2013-02-19,23.577537536621094,23.66397196773939,22.910774125104894,23.176245418653203,8292700,MO
2013-02-20,23.83684539794922,24.1578806303406,23.21947049452696,23.559026220389534,8096400,MO
2013-02-21,23.94179344177246,24.096137138235868,23.5775422239149,23.762756543749315,7260900,MO
2013-02-22,23.744230270385742,23.985006025288477,23.546670555845164,23.9479650507481,4490400,MO
2013-02-25,23.071287155151367,23.83683266262977,23.071287155151367,23.79361663088714,4665600,MO
2013-02-26,22.898427963256836,23.2132880273972,22.818168591967098,23.2132880273972,4463000,MO
2013-02-27,22.676172256469727,22.830515930163447,22.472439831844746,22.824343219458626,12238400,MO
2013-02-28,22.793476104736328,22.92929931209844,22.53417982351548,22.63295969566122,10321000,MO
2013-03-01,23.342939376831055,23.50345577030346,22.565045898586376,22.71938958100502,8929400,MO
