Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume,Name
Ticker,DHI,DHR,DHI,DHR,DHI,DHR,DHI,DHR,DHI,DHR,
Date,,,,,,,,,,,
2013-01-02,18.117284774780273,23.467683792114258,18.197253310484903,23.467683792114258,17.788526745551298,22.932843688864644,18.07285856372273,23.25538231852926,7441200,5784988,JPM
2013-01-03,18.1084041595459,23.69223403930664,18.481590196923772,23.839213037317013,17.94846873902834,23.418688441297434,18.321654776406213,23.418688441297434,7427400,7557740,JPM
2013-01-04,18.41050910949707,23.716726303100586,18.428280278515153,23.880034718930723,17.992896806083856,23.573827963418807,18.10840601519748,23.69631159251168,4532000,5320785,JPM
2013-01-07,18.490476608276367,23.716726303100586,18.56155958549468,24.443455241761463,18.215030283399386,23.60240855824327,18.294998844613968,24.41487696415727,4118000,6644806,JPM
2013-01-08,18.419397354125977,23.549339294433594,18.55267775150597,23.835131420260517,18.26834578516139,23.49626334909763,18.481594759919826,23.635076468737484,2963900,4101953,JPM
2013-01-09,18.792577743530273,24.41488265991211,19.02359781930922,24.700674771507646,18.499360280955397,24.227074230341135,18.597100000064252,24.496536886876317,4765100,10897774,JPM
2013-01-10,18.534910202026367,24.492456436157227,18.881439610198665,24.492456436157227,18.392744204070944,24.194415465022182,18.881439610198665,24.480207605699913,3853000,4321259,JPM
2013-01-11,18.614871978759766,24.406721115112305,19.00582748275702,24.521038906973097,18.39273747636288,24.304652154641143,18.783692980360133,24.459797067246157,3624200,4530746,JPM
2013-01-14,18.561565399169922,24.32914161682129,18.92586598336049,24.476122923510786,18.472712920881406,24.292397448759246,18.659305158990158,24.398549327356847,2774400,3609778,JPM
2013-01-15,18.730382919311523,24.492456436157227,18.75703967219323,24.508788210100313,18.330540099845496,24.178083691079095,18.43716541662041,24.263823187059252,5247900,3873571,JPM
2013-01-16,18.659299850463867,24.525117874145508,18.8814343724932,24.58635738672155,18.52601947619665,24.320979986303115,18.62375751345826,24.418965987089795,2951400,3507415,JPM
2013-01-17,19.130226135253906,24.786409378051758,19.210194700804472,24.900727137755183,18.819237457529706,24.50470023866178,18.819237457529706,24.655762164976817,4409600,4105672,JPM
2013-01-18,19.121341705322266,24.70475959777832,19.25462209103669,24.908897497970724,18.996945209870358,24.369974461040016,19.183539105672196,24.908897497970724,3952100,5552738,JPM
2013-01-22,19.148000717163086,24.659847259521484,19.281282825134827,24.802743313010044,18.801471303842323,24.578190716656035,19.236854890893447,24.65168137351286,4947200,6178222,JPM
2013-01-23,19.387901306152344,24.684349060058594,19.414558059586575,24.700680836349754,19.041371985267105,24.423054542728273,19.263506512963172,24.606777757118333,4327100,4432103,JPM
2013-01-24,19.299049377441406,24.700672149658203,19.681121080215352,24.961968892317493,19.130228337182523,24.663927983146596,19.414560294199745,24.70475509229511,6764700,4286742,JPM
2013-01-25,19.334583282470703,24.717010498046875,19.39678065908332,24.908899584165987,19.16576062112831,24.684346948258987,19.352354445717566,24.859906576705338,5964100,4844232,JPM
2013-01-28,18.93474769592285,24.786409378051758,19.547839500233476,25.08036966260637,18.757041080953773,24.623100941013227,19.414559115318653,24.83540237260743,6578500,5311709,JPM
2013-01-29,21.164976119995117,24.904813766479492,21.351569992120087,25.104868716959654,19.69000308977686,24.29240008528204,19.76108606612165,24.427130260945948,22343400,6239075,JPM
2013-01-30,20.48968505859375,24.496538162231445,21.0405793442037,24.863986837142363,20.36529028544866,24.43529633020947,20.916184571058608,24.83540623416234,12700100,5215446,JPM
2013-01-31,21.022811889648438,24.467966079711914,21.03169747426349,24.594530401905004,20.311982067964152,24.345482384615295,20.46303361691606,24.42713663653203,9187600,5133616,JPM
2013-02-01,20.747365951538086,24.688425064086914,21.582592279423356,24.717005664562294,20.694054137556645,24.508784844267446,21.200520607260348,24.623102611727504,8195500,5879763,JPM
2013-02-04,20.311981201171875,24.480209350585938,20.782905302409535,24.643520149994032,20.267553279992537,24.451631061369596,20.569656365004423,24.57411474023097,4998500,3637005,JPM
2013-02-05,21.076120376586914,24.774166107177734,21.244943068127196,24.831322677283545,20.232010308388926,24.59452355883374,20.551882830292126,24.63535067343255,9453700,3418889,JPM
2013-02-06,20.82732582092285,24.672094345092773,21.271594706298117,24.712921455030084,20.774012334456884,24.459790592754043,20.933949404352187,24.459790592754043,4868400,3394637,JPM
2013-02-07,20.587425231933594,24.565950393676758,20.898413866414806,24.753756550305305,20.32086451366496,24.43938376309918,20.836216478468906,24.7333441473621,4585400,3667506,JPM
2013-02-08,20.50745391845703,24.827238082885742,20.747359549473245,24.827238082885742,20.329745667018766,24.53327780687559,20.622963095565865,24.557775462051648,2813600,2279954,JPM
2013-02-11,20.365293502807617,24.774166107177734,20.836219310150398,24.835405620465515,20.338636749457365,24.63126773025058,20.543001802305405,24.814993221776547,4342100,2779270,JPM
2013-02-12,21.36934471130371,24.892559051513672,21.911353598215484,24.97421558003362,20.471922550166084,24.774160676851324,20.48080644148231,24.843566061289852,10276200,3407284,JPM
2013-02-13,21.17386817932129,24.912975311279297,21.724762685533058,25.031373693300058,21.085014008028764,24.72924984860624,21.35157652190634,24.98646364257211,6267300,3555472,JPM
2013-02-14,21.129438400268555,24.970134735107422,21.30714501832192,25.051788953265525,21.07612488957568,24.708837992892693,21.129438400268555,24.81498986683057,3426200,4149861,JPM
2013-02-15,21.022811889648438,25.18244171142578,21.395997969720682,25.27226415184502,20.916188263771783,24.839490675528467,21.093894871816865,24.978306121075892,3932000,5449185,JPM
2013-02-19,20.694049835205078,25.231435775756836,21.413765105955708,25.37024889716208,20.391946794198315,25.129366827060426,21.111662064948945,25.21102105912917,6632600,2970903,JPM
