Price,Close,High,Low,Open,Volume,Name
Ticker,CDW,CDW,CDW,CDW,CDW,
Date,,,,,,
2013-06-27,16.312271118164062,16.649704381741326,15.43316523635607,15.664041340359677,8285800,EOG
2013-06-28,16.534271240234375,17.022662011319618,16.321153481317833,16.338913576843535,717400,EOG
2013-07-01,16.28563117980957,16.782901882500436,16.28563117980957,16.56090582137293,394200,EOG
2013-07-02,17.067058563232422,17.440012057236466,16.21459440190646,16.285633082016954,223800,EOG
2013-07-03,16.942733764648438,17.05817093337503,16.57866047921728,16.862815073339647,103700,EOG
2013-07-05,17.067058563232422,17.191377523697593,16.47210898217111,16.694105069228378,111800,EOG
2013-07-08,17.075946807861328,17.297943001495604,16.747393389752666,16.916109277453202,110500,EOG
2013-07-09,17.31569480895996,17.68864830336231,16.924981221087084,16.987139854538185,206400,EOG
2013-07-10,16.960500717163086,17.715287721957736,16.916100485295363,17.289053964505914,334900,EOG
2013-07-11,17.386735916137695,17.44889455826544,16.916103535648244,16.916103535648244,108800,EOG
2013-07-12,17.3245792388916,17.351219385837464,17.058182850521447,17.075942948485356,114600,EOG
2013-07-15,17.368974685668945,17.537692198778107,17.067059849029754,17.19137881886086,177300,EOG
2013-07-16,17.848485946655273,18.33687666640851,16.907223000771125,16.907223000771125,239300,EOG
2013-07-17,18.08824348449707,18.177040572050288,17.51105225322588,17.768568549478672,139200,EOG
2013-07-18,18.496713638305664,18.64767104306881,17.812965293572837,18.2036788753767,162000,EOG
2013-07-19,18.505584716796875,18.993975187097984,18.44342611443436,18.64766200610974,631400,EOG
2013-07-22,18.061603546142578,18.381278484773883,17.955044668700175,18.2924797025212,492900,EOG
2013-07-23,17.955045700073242,18.37239949252571,17.75968972285242,18.01720603680786,41500,EOG
2013-07-24,18.265840530395508,18.372399413500517,17.80408819310044,17.963925670909962,43600,EOG
2013-07-25,19.517894744873047,19.517894744873047,17.759686215978167,18.06160101714545,232400,EOG
2013-07-26,19.171586990356445,19.65997782608657,18.692074509868405,19.642219421906244,141300,EOG
2013-07-29,19.269262313842773,19.535656958526154,18.70095114151793,19.09166475492329,85200,EOG
2013-07-30,19.180456161499023,19.35805195845561,18.470067892587092,19.27813325703183,94600,EOG
2013-07-31,19.091659545898438,19.34917576670062,18.816384929006237,19.34917576670062,52500,EOG
2013-08-01,19.23374366760254,19.358060952601992,18.789751428380512,19.047267740103358,181600,EOG
2013-08-02,19.917495727539062,19.979654381289446,18.7986348789433,19.24262719852751,224500,EOG
2013-08-05,20.237165451049805,20.42364136356926,19.766533105550096,19.91749052250692,104800,EOG
2013-08-06,20.254924774169922,20.512441076930788,20.059568805441486,20.272684869607758,419400,EOG
2013-08-07,20.379241943359375,20.41476043739292,20.10396556954447,20.2460429330702,82800,EOG
2013-08-08,20.485803604125977,20.51244375075531,20.246047365550403,20.42364495568701,74100,EOG
2013-08-09,20.468042373657227,20.53020271235234,20.290446487045045,20.290446487045045,67400,EOG
2013-08-12,20.565717697143555,20.60123788461258,20.29044301904166,20.29044301904166,116200,EOG
2013-08-13,20.778837203979492,20.912034541796174,20.290446400752984,20.547961028039094,102400,EOG
2013-08-14,20.743318557739258,20.77883705718129,20.556840931156497,20.690038268032165,72100,EOG
2013-08-15,20.42363929748535,20.778832685659005,20.24604175655069,20.778832685659005,280100,EOG
2013-08-16,20.468042373657227,20.503562567197292,20.246046245119963,20.40588372865816,82200,EOG
2013-08-19,20.50356674194336,20.547965299212414,20.157253252894826,20.423647983901947,196100,EOG
2013-08-20,20.521326065063477,21.08963570632477,20.30820994959049,20.48580586563648,138000,EOG
2013-08-21,20.450281143188477,20.69003564165198,20.246043445962492,20.48579963812181,89000,EOG
2013-08-22,20.43252182006836,20.69003642256594,20.290444447580892,20.468040316342286,52600,EOG
2013-08-23,20.663400650024414,20.698919150898554,20.30820717280253,20.388124223193365,38900,EOG
2013-08-26,20.4058837890625,20.663400111902114,20.379245337524647,20.663400111902114,126500,EOG
2013-08-27,19.731019973754883,20.343729908053124,19.535663944045154,20.308211399786106,280700,EOG
2013-08-28,19.517894744873047,19.92636840856229,19.44685606775696,19.72213072986984,78300,EOG
2013-08-29,19.60669708251953,19.659975676627777,18.88743013412231,19.411341108325313,171500,EOG
2013-08-30,19.473499298095703,19.67773531551356,19.40246060970271,19.54453798648869,110900,EOG
2013-09-03,20.006290435791016,20.57459994656813,19.340302092713102,19.677735441313033,94000,EOG
2013-09-04,20.43252182006836,20.43252182006836,19.553417442666206,19.9441293701588,117900,EOG
2013-09-05,20.707792282104492,21.089625777702604,20.246040069116287,20.34371887785874,84400,EOG
2013-09-06,20.63675880432129,21.08963108561377,20.414762687630617,20.69891744600332,103000,EOG
2013-09-09,20.38812255859375,20.8853950798004,20.1217278958513,20.663398962949703,123700,EOG
2013-09-10,20.450281143188477,20.63675705240407,20.059567536746897,20.423641001716614,125600,EOG
2013-09-11,20.796594619750977,20.885393398080247,19.988528954976665,20.33484232739542,124700,EOG
2013-09-12,20.50356674194336,20.903160532150434,20.441408084288124,20.77884152314357,672200,EOG
2013-09-13,20.867633819580078,20.885393914424178,20.334842830128224,20.44140170549694,213800,EOG
2013-09-16,21.196184158325195,21.284981225711068,20.645633194577123,21.00082654520709,187000,EOG
2013-09-17,20.627878189086914,21.29386652084242,20.50356090914191,21.151789145563587,315500,EOG
2013-09-18,21.125150680541992,21.30274655266045,20.388121967999492,20.494680846227297,273600,EOG
2013-09-19,20.83211898803711,21.222832706621816,20.565724271640804,20.95643799022551,336900,EOG
2013-09-20,20.325965881347656,20.894277147125305,20.139489938144454,20.743319705329135,1170900,EOG
2013-09-23,21.18730926513672,21.26722800017488,20.19276594782617,20.334843322628263,442400,EOG
2013-09-24,21.578022003173828,21.65794074119044,21.17843000678674,21.19619010272287,393900,EOG
2013-09-25,21.42706298828125,21.693459326506723,21.311625760637305,21.57802040516693,263200,EOG
2013-09-26,21.30274200439453,21.76449422196824,21.16066465955578,21.54249815894575,473400,EOG
2013-09-27,21.293865203857422,21.666818714321877,21.1251493897085,21.276105109622016,156900,EOG
2013-09-30,20.272680282592773,21.39154063657777,20.228281747739974,21.151784483503366,1433100,EOG
2013-10-01,20.601240158081055,20.601240158081055,20.0950875929651,20.157247927895654,118500,EOG
2013-10-02,20.228286743164062,20.55684004708109,19.775414462306365,20.539079951275856,177400,EOG
2013-10-03,20.707792282104492,20.707792282104492,20.103962725688458,20.175001397402372,91000,EOG
2013-10-04,20.734432220458984,20.752192311641174,20.56571474161924,20.725552174867893,110300,EOG
2013-10-07,20.468042373657227,20.707798598964523,20.397003680273144,20.592361357351407,56700,EOG
2013-10-08,20.53020668029785,20.681164144627115,20.254930208246833,20.423647772778686,127000,EOG
2013-10-09,20.139484405517578,20.716673867812048,19.988527005191735,20.58347656015881,64900,EOG
2013-10-10,20.468042373657227,20.707798598964523,20.192767648505914,20.25492629350498,108700,EOG
2013-10-11,20.414756774902344,20.663392963313914,20.30819961822272,20.47691539858137,71400,EOG
2013-10-14,20.228286743164062,20.37924417011663,19.997410578783906,20.370364122214013,91100,EOG
2013-10-15,20.112850189208984,20.34372638085281,19.988532891283906,20.237169180830218,77600,EOG
2013-10-16,20.130605697631836,20.34372174278588,19.8553310176865,20.157245838412006,74400,EOG
2013-10-17,20.228286743164062,20.485801357556113,19.65997553326831,20.032929076698416,100700,EOG
2013-10-18,20.414756774902344,20.556834112938823,20.041803339132723,20.246039300848228,94000,EOG
2013-10-21,20.03293228149414,20.539083237043773,19.979653679251083,20.414765933911223,40700,EOG
2013-10-22,20.246049880981445,20.34372873706211,19.553422919526113,20.050693862516468,46800,EOG
2013-10-23,20.175006866455078,20.512441918839908,19.278142334384643,20.175006866455078,126400,EOG
2013-10-24,19.544532775878906,20.157242358478857,18.825266035945774,20.157242358478857,237200,EOG
2013-10-25,19.66885757446289,20.112849852413277,19.08278790306407,19.535660229817,163800,EOG
2013-10-28,19.58005714416504,19.953010694229896,19.393581215980603,19.766534766045464,121700,EOG
2013-10-29,19.491260528564453,19.855334039489968,19.32254299867096,19.686616509596476,68200,EOG
2013-10-30,19.62445831298828,19.695497007138172,18.718713692305112,19.464620827727007,170200,EOG
2013-10-31,19.526779174804688,19.748775302340476,18.922949436915967,19.535659223149644,150000,EOG
2013-11-01,19.58005714416504,20.920913914786407,19.44685981064816,20.42364307926526,304900,EOG
2013-11-04,20.370361328125,20.459160101275174,19.269260944671718,19.35805802412617,216000,EOG
2013-11-05,20.42363929748535,20.734434147273177,20.095084354864927,20.21052326458116,173600,EOG
2013-11-06,20.414756774902344,20.64563287263549,20.246039300848228,20.42363682024156,113100,EOG
2013-11-07,20.4058837890625,20.636759966668205,20.086210514735875,20.388123692239894,301400,EOG
2013-11-08,20.379241943359375,20.476919072223456,20.015168487612716,20.388120296595933,554400,EOG
2013-11-11,19.28702735900879,19.881977184540045,19.18935019228031,19.881977184540045,172300,EOG
2013-11-12,18.72759437561035,19.224865251515986,18.38128094160237,19.171586652521555,478600,EOG
2013-11-13,18.498910903930664,18.890421006619608,18.285357778811022,18.43662358576317,930900,EOG
2013-11-14,18.383243560791016,19.09508194084663,18.338754298471255,18.703571680394326,6958500,EOG
2013-11-15,19.20184898376465,19.308625536175732,18.24086680068781,18.37433621833487,718600,EOG
2013-11-18,18.970502853393555,19.486585891157617,18.685767618372815,19.148463223859455,546600,EOG
2013-11-19,18.917118072509766,19.12177133922032,18.77475043504537,18.89932169353769,326700,EOG
2013-11-20,19.3353214263916,19.53107818691179,18.783647294567036,18.88152397767114,388600,EOG
2013-11-21,19.56667709350586,19.90480161703422,19.050593812944854,19.290839916953427,432800,EOG
2013-11-22,19.726829528808594,19.958177303953057,19.442094327755616,19.584461928282106,405000,EOG
2013-11-25,19.84251594543457,20.447579504177963,19.806924869885624,20.056069187355497,542400,EOG
2013-11-26,19.762428283691406,20.002674339660352,19.611164134180957,19.860306683639422,336400,EOG
2013-11-27,19.75353240966797,19.993776776014588,19.379816876604313,19.744634218743073,244700,EOG
2013-11-29,19.84251594543457,19.87810871814033,19.584475131945073,19.798026676709185,216000,EOG
2013-12-02,19.984872817993164,20.10054756947979,19.62895376948796,19.77132138889004,445700,EOG
2013-12-03,19.984872817993164,20.07385300440844,19.78021957724716,19.842505198591084,194400,EOG
2013-12-04,20.376392364501953,20.465372584736464,19.709043258477937,19.88700369894696,618200,EOG
2013-12-05,20.029369354248047,20.394186693008706,19.762428720442152,20.26961541552644,369200,EOG
2013-12-06,20.10054588317871,20.242913490637104,19.89589265960174,20.136136936465434,415100,EOG
2013-12-09,20.127246856689453,20.153939730867435,19.99377569717436,20.0738577140209,262000,EOG
2013-12-10,20.011571884155273,20.091653900225833,19.798020407019212,20.002673693796737,324200,EOG
2013-12-11,19.887001037597656,20.064959757095068,19.62006041261707,20.03826688260643,488300,EOG
2013-12-12,20.064958572387695,20.251817168556933,19.76242690023271,19.798019660324456,816900,EOG
2013-12-13,19.798017501831055,20.314100586801533,19.59336424508463,20.00267075857748,504600,EOG
2013-12-16,19.975980758666992,20.109450219323517,19.504386854047244,19.80691853668538,314600,EOG
2013-12-17,19.70903778076172,19.96708017800864,19.61116109314743,19.886998171770358,604000,EOG
2013-12-18,19.922590255737305,19.97597939407784,19.539976583410912,19.691242414396786,826900,EOG
2013-12-19,19.62895965576172,19.95818593507886,19.61116497086716,19.869205721980464,355200,EOG
2013-12-20,19.904796600341797,19.96708223446294,19.566672162032408,19.584468542397374,1035000,EOG
2013-12-23,19.833614349365234,20.056064030104693,19.611164668625776,19.967083818377635,620700,EOG
2013-12-24,20.127246856689453,20.251818128603492,19.842509853926042,19.91369368032782,453100,EOG
2013-12-26,20.376392364501953,20.54545461323187,20.11835159269407,20.145044470754844,359500,EOG
2013-12-27,20.46536636352539,20.643326749896715,20.16283472498775,20.44756998545705,465800,EOG
2013-12-30,20.66112518310547,20.767901773751316,20.331900614830403,20.38528806157516,543800,EOG
2013-12-31,20.785696029663086,20.963654733001007,20.41198054635044,20.776797839922764,379100,EOG
2014-01-02,20.80349349975586,21.088230518133756,20.589942008839728,20.785698815046807,538900,EOG
