Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume,Name
Ticker,DD,EA,EMR,DD,EA,EMR,DD,EA,EMR,DD,EA,EMR,DD,EA,EMR,
Date,,,,,,,,,,,,,,,,
2013-01-02,34.75248718261719,14.21461296081543,39.10349655151367,35.04690938529287,14.5858538186185,39.28254187039792,34.394971689639206,14.04853149991165,38.55203937352317,34.689396710615256,14.429542074636467,38.64514097229236,6574298,6881000,5417400,NKE
2013-01-03,34.85764694213867,14.40023136138916,39.28970718383789,35.288768096762254,14.468618440729646,39.81967982439022,34.64734249636319,14.17553348671847,39.024720863561726,34.66837547741172,14.195071986750476,39.296867794865946,4772742,3664600,5701800,NKE
2013-01-04,35.36238479614258,14.537003517150879,39.44009780883789,35.39393005019212,14.605389659760622,39.5690106412529,34.857657913047966,14.36115237136432,39.11781572780037,34.91023333646387,14.419769730523612,39.4186132474402,3668243,3348500,3243200,NKE
2013-01-07,35.32032012939453,14.116915702819824,39.17511749267578,35.36238046297334,14.263458641306867,39.49739962273182,34.72095755759487,13.93129576543253,39.06768920531883,34.868168725120704,13.93129576543253,39.253897872468904,4667070,3863300,4297900,NKE
2013-01-08,34.8050651550293,13.452592849731445,38.824180603027344,35.30979178674568,13.970375738700627,39.160786627458144,34.74197467835232,13.452592849731445,38.573518286119956,35.22567115117638,13.911758368396807,38.759724188391964,5608494,5110000,4127300,NKE
2013-01-09,35.225669860839844,13.384204864501953,39.17511749267578,35.46751667924259,13.530747814584407,39.447267150502526,35.004850382258596,13.257201347107067,38.87431992728521,35.036395619441564,13.462360731869357,39.03904129775499,5769321,3892500,2998200,NKE
2013-01-10,35.583187103271484,13.677289009094238,39.490234375,35.667307746526156,13.687058724849521,39.490234375,35.194126309917806,13.433051705360413,39.06768732086717,35.551641862050985,13.481899352445453,39.41145399900689,4358836,3207900,3449800,NKE
2013-01-11,35.604225158691406,13.911755561828613,39.41860580444336,35.73040615155181,13.999681133700424,39.5331946636185,35.162588865378524,12.983654063043083,39.23956054123133,35.55164974499957,13.384203062289059,39.46157491912535,4699039,6496800,2067400,NKE
2013-01-14,36.04585266113281,14.09737777709961,39.61914825439453,36.056367741306765,14.165763925495236,39.64063281858416,35.41494503239524,13.82383132013431,39.21092514270291,35.572671235004435,13.901987184498283,39.44010293410822,4880382,4188700,2648500,NKE
2013-01-15,35.84607696533203,14.27322769165039,39.39711380004883,35.91968537287151,14.28299740740352,39.4544095887862,35.65680545014953,13.843370447117794,39.10347971280373,35.793501544448006,13.970373956834358,39.39711380004883,3631146,2535400,3367500,NKE
2013-01-16,35.39391326904297,14.263459205627441,39.08201217651367,35.73039581936984,14.429540650135468,39.318353309951036,35.32030771115897,14.077838329204873,38.97458389185764,35.63576010209041,14.25368948967017,39.289705403107455,5295904,2529900,2401700,NKE
2013-01-17,35.5516471862793,14.175529479980469,39.64063262939453,35.740918661947674,14.458844638050428,39.876973762411595,35.52010194033457,14.136451559270514,39.12498396720099,35.67782817005822,14.322071449720022,39.26105742644384,6288899,3157400,3038600,NKE
2013-01-18,35.54112243652344,14.126687049865723,40.02737045288086,35.65678830685774,14.380694093891833,40.10615082913186,35.21515216546263,14.06806968136298,39.56901488052742,35.488547040916934,14.20484292007507,39.726575633029434,5793772,3183700,3967600,NKE
2013-01-22,35.698848724365234,14.09737777709961,40.69341278076172,35.78296935757369,14.155994209526892,40.69341278076172,35.45700190389093,13.98014398055365,40.020203482355086,35.58318285370361,14.12668599331325,40.077496553786965,5154188,3284800,3795600,NKE
2013-01-23,35.8355598449707,13.726137161254883,40.72922897338867,35.930195597184735,14.27322822000259,40.72922897338867,35.39392633463858,13.667519796257638,40.421270801820775,35.59371292264597,14.185303570043837,40.62180341968823,6846278,4998500,2849100,NKE
2013-01-24,36.20359420776367,13.931296348571777,41.015708923339844,36.403380815743404,14.028990713294428,41.466903968296485,35.93019918906839,13.69682875520774,40.87247209757414,35.93019918906839,13.726136971455395,40.886796053352235,7739222,4638500,4639500,NKE
2013-01-25,36.36131286621094,14.429540634155273,41.158931732177734,36.51903910265397,14.57608264658647,41.23054875466336,36.21410171219744,13.980143949223843,40.7936778142639,36.3507977837814,13.980143949223843,41.03717951553503,5566408,3966000,2874100,NKE
2013-01-28,36.19307327270508,14.693316459655762,41.03001403808594,36.445435263044324,14.751933823710042,41.330808775254916,35.99328387871833,14.312305922531426,40.80083631490558,36.41389001425192,14.634699095601482,41.28783965966733,4964695,8397100,2223500,NKE
2013-01-29,36.51903533935547,14.605390548706055,41.158931732177734,36.603158808424176,14.830089352186251,41.209064194320526,36.00379635340377,14.478387039207053,40.729221401221125,36.11946224820925,14.830089352186251,40.80084115572103,6260233,5391600,2264000,NKE
2013-01-30,36.392860412597656,14.732394218444824,40.97273635864258,36.624195058963245,15.12317353523724,41.21623813869527,36.224619083096535,14.595620991721788,40.86531079015811,36.37183024641001,14.595620991721788,41.05868009184835,7209596,8508700,2382400,NKE
2013-01-31,33.858707427978516,15.367412567138672,41.00137710571289,34.85764576124232,15.807040512520963,41.29501131282257,33.648405807628656,14.282999142475825,40.66477103950863,34.09004202866435,14.292768859415762,40.92259673004681,20940584,12537800,4899200,NKE
2013-02-01,34.268802642822266,15.816808700561523,41.595802307128906,34.36343838368009,15.875425133152133,41.753360301615885,33.64840996778628,15.08409583964772,41.201900490875815,33.91128702572468,15.259947000802343,41.287844195520634,9689449,9353700,3244200,NKE
2013-02-04,33.785099029541016,15.631187438964844,41.17326736450195,34.25828045397485,15.816808311549721,41.52419469906445,33.764068869268435,15.57257007612452,41.044354501842044,34.10055425193049,15.640957154720127,41.4382537012962,6345600,3720200,3393500,NKE
2013-02-05,33.97439193725586,16.500675201416016,40.75786590576172,34.23726908494414,16.852377590900016,41.2305453180051,33.95335894713849,15.787502567969595,40.17775823672999,33.963876851348324,15.875428165340594,40.80799836372586,4634259,11244000,5733200,NKE
2013-02-06,34.205711364746094,16.49090003967285,41.137447357177734,34.205711364746094,16.783985888618744,41.15893465105867,33.8061354275387,16.41274418596379,40.55017898870239,33.890256084150515,16.783985888618744,40.55017898870239,5863822,5423900,3464800,NKE
2013-02-07,33.858707427978516,16.48113250732422,41.158931732177734,34.37394921613666,16.637444217766934,41.18757690196341,33.406558944226326,16.334588648324424,40.70773684087829,34.06901186662937,16.520209503243613,41.058666807892145,4535683,3101000,2912700,NKE
2013-02-08,34.090065002441406,16.9696102142334,41.180416107177734,34.195215883479,17.10638252038082,41.46688965985946,33.79563971723324,16.47136584606119,41.11595969442506,33.984911303100915,16.656984872008998,41.173255497767116,3183023,4846300,3878600,NKE
2013-02-11,34.153141021728516,17.008686065673828,41.34513854980469,34.22674660718485,17.194306942435453,41.44540347632124,33.86923094523811,16.73513960851895,40.86529847804282,34.06902035263556,16.901221053330342,41.18757781841334,2995497,4414900,2929600,NKE
2013-02-12,34.44755554199219,17.135692596435547,41.595802307128906,34.458070623241284,17.184539318875988,41.796332153938295,33.974376885782895,16.881685540302616,41.287844195520634,34.16364834826661,16.979378985183498,41.35946121737705,4747238,4443500,3890800,NKE
2013-02-13,34.699928283691406,16.774219512939453,41.90595626831055,34.889199789666314,17.145459426108257,42.07906298270453,34.52116904308007,16.666754493929815,41.69678920902508,34.64735004706334,16.989147687575823,41.797766979322446,4058401,5300200,4298800,NKE
2013-02-14,34.16364288330078,16.754680633544922,42.12954330444336,34.552700827281896,16.95984096176392,42.18724644799169,34.153127803733724,16.5885991729421,41.61022601825768,34.500125429446605,16.735141199736834,41.76169539435338,5084700,5668200,3649000,NKE
2013-02-15,33.816650390625,16.578826904296875,42.042991638183594,34.426527967215954,16.78398720093849,42.30265028311457,33.79562022654605,16.442054615457586,41.81939608250694,34.384467639058045,16.754678054737493,42.18003247792502,6348340,5481100,5043800,NKE
2013-02-19,33.858707427978516,17.184537887573242,42.237728118896484,34.17416267680429,17.340849622423047,42.31706580058778,33.80613202289105,16.608137666546018,41.78332557098599,33.80613202289105,16.656984384918008,42.06462146921353,4983876,4936300,2769500,NKE
2013-02-20,33.26985549926758,17.077075958251953,41.653507232666016,33.932308330606745,17.340852757264564,42.295439631173195,33.19624994226329,17.047768667283798,41.653507232666016,33.85870277360246,17.10638511260331,42.295439631173195,5163041,5319900,3091700,NKE
2013-02-21,32.428646087646484,17.233381271362305,41.1053352355957,33.122644152831874,17.506927686110874,41.559735087088164,32.2393746566779,16.76444615754976,40.96829165216769,33.11212907333362,17.24315098582288,41.40826846992401,8234771,10889900,3809800,NKE
2013-02-22,32.99647521972656,17.399465560913086,41.30729675292969,33.15420146966129,17.458083857347116,41.61023003146364,32.565353984936706,17.26269326266597,41.05484960271381,32.57586906826568,17.26269326266597,41.271233660452445,4085241,3526200,2644900,NKE
2013-02-25,32.218360900878906,17.29200553894043,40.22538757324219,33.36451078632426,17.61439877411605,41.57416704570393,32.20784581602715,17.282235821100787,40.22538757324219,33.23832694980118,17.428777861929134,41.47318928593341,4952329,5689900,4349400,NKE
